Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
13/01/2019,Club Tijuana,U.A.N.L.- Tigres,0,3,A,3.53,3.23,2.28
13/01/2019,Necaxa,U.N.A.M.- Pumas,2,1,H,2.56,3.25,3
13/01/2019,Toluca,Puebla,2,0,H,1.73,3.83,5.1
14/01/2019,Santos Laguna,Monarcas,1,0,H,1.83,3.94,4.24
19/01/2019,Monarcas,Veracruz,2,0,H,1.63,4.27,5.3
19/01/2019,Puebla,Santos Laguna,1,1,D,2.97,3.22,2.6
19/01/2019,Queretaro,Monterrey,1,2,A,4.81,4.06,1.72
20/01/2019,Club America,Pachuca,3,0,H,1.84,3.71,4.51
20/01/2019,U.A.N.L.- Tigres,Cruz Azul,0,1,A,1.85,3.52,4.78
20/01/2019,U.N.A.M.- Pumas,Atlas,2,2,D,2.06,3.37,4
20/01/2019,Lobos BUAP,Necaxa,2,3,A,2.44,3.18,3.26
21/01/2019,Guadalajara Chivas,Toluca,1,0,H,2.55,3.22,3.05
21/01/2019,Club Leon,Club Tijuana,0,1,A,1.83,3.89,4.34
26/01/2019,Veracruz,Puebla,0,1,A,3.17,3.19,2.49
26/01/2019,Atlas,Lobos BUAP,3,1,H,2.08,3.34,3.97
26/01/2019,Cruz Azul,Club Tijuana,1,0,H,1.65,3.93,5.66
26/01/2019,Monterrey,Club America,3,2,H,2.15,3.42,3.64
27/01/2019,Pachuca,U.N.A.M.- Pumas,1,0,H,2,3.58,3.94
27/01/2019,Necaxa,Monarcas,0,0,D,2.12,3.6,3.54
27/01/2019,Toluca,U.A.N.L.- Tigres,0,1,A,2.85,3.16,2.75
27/01/2019,Queretaro,Club Leon,0,4,A,3.11,3.42,2.4
28/01/2019,Santos Laguna,Guadalajara Chivas,1,0,H,2.11,3.36,3.84
02/02/2019,Monarcas,Atlas,1,2,A,2.49,3.5,2.91
02/02/2019,Puebla,Necaxa,1,4,A,2.7,3.16,2.91
02/02/2019,Club America,Queretaro,2,0,H,1.46,4.33,7.98
03/02/2019,Club Leon,Cruz Azul,2,0,H,2.29,3.38,3.34
03/02/2019,U.A.N.L.- Tigres,Santos Laguna,2,1,H,1.78,3.73,4.89
03/02/2019,Club Tijuana,Toluca,2,0,H,2.64,3.27,2.89
03/02/2019,U.N.A.M.- Pumas,Monterrey,1,1,D,3.62,3.49,2.13
03/02/2019,Lobos BUAP,Pachuca,1,1,D,3.36,3.69,2.16
05/02/2019,Guadalajara Chivas,Veracruz,0,0,D,1.44,4.55,7.93
09/02/2019,Veracruz,U.A.N.L.- Tigres,0,2,A,6.69,4.71,1.47
09/02/2019,Atlas,Puebla,1,2,A,1.93,3.53,4.27
09/02/2019,Monterrey,Lobos BUAP,4,0,H,1.32,6.03,8.5
09/02/2019,Queretaro,U.N.A.M.- Pumas,0,2,A,2.77,3.36,2.68
10/02/2019,Club America,Club Leon,0,3,A,2.03,3.34,4.15
10/02/2019,Pachuca,Monarcas,2,0,H,1.72,4.01,4.89
10/02/2019,Necaxa,Guadalajara Chivas,3,3,D,2.83,3.06,2.86
10/02/2019,Toluca,Cruz Azul,1,1,D,2.45,3.19,3.23
11/02/2019,Santos Laguna,Club Tijuana,1,1,D,2.29,3.24,3.49
16/02/2019,Monarcas,Monterrey,2,3,A,4.57,4.37,1.7
16/02/2019,Puebla,Pachuca,1,1,D,3.65,3.49,2.12
16/02/2019,Club Tijuana,Veracruz,3,0,H,1.49,4.29,7.4
16/02/2019,Cruz Azul,Santos Laguna,1,2,A,1.88,3.56,4.51
17/02/2019,Club Leon,Toluca,3,0,H,2.22,3.56,3.32
17/02/2019,U.A.N.L.- Tigres,Necaxa,3,2,H,1.45,4.6,7.36
17/02/2019,Guadalajara Chivas,Atlas,3,0,H,2.19,3.32,3.66
17/02/2019,U.N.A.M.- Pumas,Club America,1,0,H,3.55,3.58,2.12
17/02/2019,Lobos BUAP,Queretaro,3,1,H,2.29,3.39,3.34
23/02/2019,Atlas,U.A.N.L.- Tigres,0,1,A,3.82,3.55,2.05
23/02/2019,Veracruz,Cruz Azul,1,1,D,5.9,3.82,1.65
23/02/2019,Queretaro,Monarcas,3,0,H,2.56,3.34,2.93
24/02/2019,Club America,Lobos BUAP,3,0,H,1.41,5.24,7.13
24/02/2019,Monterrey,Puebla,0,0,D,1.4,4.72,8.86
24/02/2019,Necaxa,Club Tijuana,1,2,A,2.34,3.35,3.27
24/02/2019,Pachuca,Guadalajara Chivas,3,1,H,2.27,3.33,3.45
24/02/2019,U.N.A.M.- Pumas,Club Leon,1,3,A,2.81,3.47,2.58
25/02/2019,Santos Laguna,Toluca,4,0,H,2.04,3.38,4.08
02/03/2019,Club Tijuana,Atlas,3,1,H,1.71,4.01,4.97
02/03/2019,Monarcas,Club America,2,2,D,4.12,3.67,1.93
02/03/2019,Cruz Azul,Necaxa,2,1,H,1.82,3.57,4.86
03/03/2019,Club Leon,Santos Laguna,3,0,H,2.12,3.62,3.53
03/03/2019,U.A.N.L.- Tigres,Pachuca,3,0,H,1.56,4.35,5.89
03/03/2019,Guadalajara Chivas,Monterrey,0,2,A,2.96,3.24,2.6
03/03/2019,Toluca,Veracruz,3,1,H,1.39,4.82,8.57
03/03/2019,Lobos BUAP,U.N.A.M.- Pumas,2,1,H,3.37,3.4,2.27
05/03/2019,Puebla,Queretaro,1,0,H,2.19,3.36,3.61
06/03/2019,Club America,Necaxa,1,3,A,1.65,3.88,5.73
09/03/2019,Veracruz,Santos Laguna,2,2,D,4.78,3.47,1.86
09/03/2019,Atlas,Cruz Azul,0,2,A,3.35,3.02,2.49
09/03/2019,Pachuca,Club Tijuana,4,0,H,1.78,3.86,4.66
10/03/2019,Club America,Puebla,1,0,H,1.52,4.03,7.5
10/03/2019,Monterrey,U.A.N.L.- Tigres,1,1,D,2.38,3.22,3.33
10/03/2019,Necaxa,Toluca,1,1,D,2.56,3.23,3.02
10/03/2019,Queretaro,Guadalajara Chivas,0,0,D,3.34,3.25,2.36
10/03/2019,U.N.A.M.- Pumas,Monarcas,2,2,D,2.18,3.38,3.62
10/03/2019,Lobos BUAP,Club Leon,0,1,A,4.66,4.41,1.68
16/03/2019,Monarcas,Lobos BUAP,1,1,D,1.88,4.01,3.95
16/03/2019,Puebla,U.N.A.M.- Pumas,1,0,H,2.8,3.3,2.69
16/03/2019,Cruz Azul,Pachuca,4,1,H,2.19,3.29,3.69
17/03/2019,Guadalajara Chivas,Club America,0,2,A,3.16,3.13,2.54
17/03/2019,U.A.N.L.- Tigres,Queretaro,4,1,H,1.36,4.71,10.67
17/03/2019,Club Tijuana,Monterrey,1,0,H,3.23,3.31,2.38
17/03/2019,Toluca,Atlas,2,0,H,1.86,3.53,4.68
18/03/2019,Santos Laguna,Necaxa,1,2,A,2.06,3.55,3.77
18/03/2019,Club Leon,Veracruz,2,0,H,1.22,6.82,13.38
30/03/2019,Monarcas,Club Leon,2,3,A,3.88,3.69,1.98
30/03/2019,Atlas,Santos Laguna,1,0,H,2.96,3.51,2.45
30/03/2019,Queretaro,Club Tijuana,1,0,H,3.49,3.34,2.25
31/03/2019,Club America,U.A.N.L.- Tigres,3,0,H,2.38,3.3,3.26
31/03/2019,Pachuca,Toluca,3,2,H,2.25,3.45,3.36
31/03/2019,Monterrey,Cruz Azul,2,2,D,1.83,3.68,4.58
31/03/2019,Necaxa,Veracruz,2,0,H,1.41,4.9,7.69
31/03/2019,U.N.A.M.- Pumas,Guadalajara Chivas,2,1,H,2.32,3.36,3.3
31/03/2019,Lobos BUAP,Puebla,0,4,A,2.78,3.19,2.8
06/04/2019,Veracruz,Atlas,0,1,A,3.41,3.49,2.21
06/04/2019,Puebla,Monarcas,1,1,D,2.11,3.71,3.47
07/04/2019,Cruz Azul,Queretaro,3,0,H,1.5,4.14,7.6
07/04/2019,Club Leon,Necaxa,2,1,H,1.81,3.82,4.55
07/04/2019,U.A.N.L.- Tigres,U.N.A.M.- Pumas,2,0,H,1.35,5.25,9.13
07/04/2019,Guadalajara Chivas,Lobos BUAP,0,1,A,1.62,4.1,5.71
07/04/2019,Club Tijuana,Club America,3,2,H,2.73,3.21,2.83
07/04/2019,Toluca,Monterrey,5,1,H,2.56,3.48,2.84
08/04/2019,Santos Laguna,Pachuca,0,0,D,2.24,3.68,3.19
13/04/2019,Atlas,Necaxa,1,2,A,2.82,3.37,2.63
13/04/2019,Puebla,Club Leon,0,3,A,4,3.69,1.95
13/04/2019,Queretaro,Toluca,0,0,D,3.69,3.63,2.06
14/04/2019,Pachuca,Veracruz,9,2,H,1.29,5.95,9.72
14/04/2019,Monarcas,Guadalajara Chivas,1,0,H,2.8,3.21,2.77
14/04/2019,U.N.A.M.- Pumas,Club Tijuana,1,0,H,2.23,3.34,3.54
14/04/2019,Lobos BUAP,U.A.N.L.- Tigres,0,3,A,5.7,4.12,1.61
15/04/2019,Club America,Cruz Azul,0,0,D,2.13,3.18,4.03
15/04/2019,Monterrey,Santos Laguna,4,0,H,1.59,4.39,5.54
20/04/2019,Veracruz,Monterrey,0,1,A,5.66,4.29,1.59
20/04/2019,Club Tijuana,Lobos BUAP,1,2,A,1.48,4.77,6.5
20/04/2019,Necaxa,Pachuca,2,2,D,2.55,3.45,2.87
20/04/2019,Club Leon,Atlas,5,2,H,1.41,5.04,7.57
21/04/2019,Cruz Azul,U.N.A.M.- Pumas,2,1,H,1.56,4.45,5.72
21/04/2019,U.A.N.L.- Tigres,Monarcas,3,3,D,1.63,4.14,5.52
21/04/2019,Guadalajara Chivas,Puebla,1,3,A,1.94,3.52,4.27
21/04/2019,Toluca,Club America,3,2,H,2.79,3.44,2.62
22/04/2019,Santos Laguna,Queretaro,2,1,H,1.62,4.16,5.55
27/04/2019,Puebla,U.A.N.L.- Tigres,1,1,D,3.16,3.42,2.37
27/04/2019,Monarcas,Club Tijuana,1,4,A,2.7,3.47,2.68
27/04/2019,Pachuca,Atlas,1,0,H,1.47,4.69,6.74
28/04/2019,Club America,Santos Laguna,1,0,H,1.54,4.53,5.88
28/04/2019,Monterrey,Necaxa,2,2,D,2.89,3.43,2.55
28/04/2019,Guadalajara Chivas,Club Leon,2,1,H,3.69,3.71,2.03
28/04/2019,U.N.A.M.- Pumas,Toluca,2,2,D,3.3,3.78,2.16
28/04/2019,Lobos BUAP,Cruz Azul,1,4,A,5.3,3.85,1.7
29/04/2019,Queretaro,Veracruz,2,1,H,1.56,4.45,5.87
04/05/2019,Veracruz,Club America,0,2,A,9.25,5.65,1.32
04/05/2019,Cruz Azul,Monarcas,1,1,D,1.52,4.48,6.41
05/05/2019,Club Leon,Pachuca,2,1,H,1.98,3.64,3.93
05/05/2019,U.A.N.L.- Tigres,Guadalajara Chivas,2,1,H,1.74,4.14,4.56
05/05/2019,Necaxa,Queretaro,1,0,H,1.83,3.73,4.54
05/05/2019,Club Tijuana,Puebla,4,0,H,1.85,3.77,4.38
05/05/2019,Toluca,Lobos BUAP,4,0,H,1.57,4.24,5.97
05/05/2019,Atlas,Monterrey,2,0,H,2.81,3.37,2.64
06/05/2019,Santos Laguna,U.N.A.M.- Pumas,5,2,H,1.88,3.93,4.01
09/05/2019,Pachuca,U.A.N.L.- Tigres,1,1,D,2.84,3.42,2.58
09/05/2019,Club Tijuana,Club Leon,1,3,A,2.89,3.18,2.7
10/05/2019,Necaxa,Monterrey,1,0,H,3.42,3.31,2.29
10/05/2019,Club America,Cruz Azul,3,1,H,2.33,2.99,3.73
12/05/2019,U.A.N.L.- Tigres,Pachuca,1,1,D,1.68,3.99,5.31
12/05/2019,Club Leon,Club Tijuana,2,1,H,1.71,4.01,4.91
13/05/2019,Cruz Azul,Club America,1,0,H,2.63,3.24,2.93
13/05/2019,Monterrey,Necaxa,1,0,H,1.51,4.57,6.38
16/05/2019,Monterrey,U.A.N.L.- Tigres,1,0,H,2.43,3.13,3.33
17/05/2019,Club America,Club Leon,0,1,A,2.9,3.32,2.6
19/05/2019,U.A.N.L.- Tigres,Monterrey,1,0,H,2.16,3.44,3.59
20/05/2019,Club Leon,Club America,0,1,A,2.34,3.39,3.24
24/05/2019,U.A.N.L.- Tigres,Club Leon,1,0,H,2.35,3.19,3.43
27/05/2019,Club Leon,U.A.N.L.- Tigres,0,0,D,2.15,3.37,3.7
20/07/2019,Puebla,Club Tijuana,1,3,A,2.64,3.15,2.96
20/07/2019,Atlas,Juarez,1,0,H,1.81,3.64,4.82
20/07/2019,Atl. San Luis,U.N.A.M.- Pumas,0,2,A,2.24,3.31,3.5
20/07/2019,Pachuca,Club Leon,1,3,A,2.52,3.59,2.78
21/07/2019,Club America,Monterrey,4,2,H,2.04,3.48,3.89
21/07/2019,Necaxa,Cruz Azul,0,0,D,3.7,3.36,2.14
21/07/2019,U.A.N.L.- Tigres,Monarcas,4,2,H,1.4,4.77,8.47
21/07/2019,Toluca,Queretaro,0,2,A,1.65,4.03,5.41
22/07/2019,Santos Laguna,Guadalajara Chivas,3,0,H,2.24,3.39,3.41
27/07/2019,Monarcas,Atlas,0,1,A,2.01,3.66,3.79
27/07/2019,Veracruz,Pachuca,3,3,D,4.59,3.8,1.8
28/07/2019,Club Leon,Club America,0,0,D,2.3,3.46,3.21
28/07/2019,Cruz Azul,Toluca,1,1,D,1.58,4.24,5.83
28/07/2019,Club Tijuana,Queretaro,1,1,D,1.82,3.66,4.7
28/07/2019,U.N.A.M.- Pumas,Necaxa,2,0,H,2.09,3.42,3.79
28/07/2019,Atl. San Luis,Monterrey,1,0,H,4.06,3.78,1.91
29/07/2019,Santos Laguna,Juarez,3,0,H,1.69,3.96,5.17
29/07/2019,Guadalajara Chivas,U.A.N.L.- Tigres,2,0,H,3.43,3.24,2.3
03/08/2019,Puebla,Guadalajara Chivas,1,1,D,2.94,3.26,2.58
03/08/2019,Atlas,Santos Laguna,1,2,A,2.95,3.31,2.54
03/08/2019,Queretaro,Cruz Azul,3,0,H,3.63,3.26,2.21
04/08/2019,Club America,Club Tijuana,3,1,H,1.59,4.01,6.25
04/08/2019,Pachuca,Monarcas,1,2,A,1.93,3.91,3.87
04/08/2019,Necaxa,Veracruz,7,0,H,1.65,3.82,5.91
04/08/2019,Monterrey,Club Leon,3,2,H,1.96,3.85,3.8
04/08/2019,U.N.A.M.- Pumas,U.A.N.L.- Tigres,0,1,A,3.03,3.32,2.48
05/08/2019,Juarez,Toluca,2,0,H,3.03,3.36,2.46
10/08/2019,Monarcas,Monterrey,0,1,A,3.52,3.8,2.06
10/08/2019,Veracruz,Atlas,1,2,A,2.89,3.31,2.59
10/08/2019,Club Tijuana,U.N.A.M.- Pumas,1,0,H,1.91,3.74,4.11
10/08/2019,Cruz Azul,Juarez,2,0,H,1.45,4.38,8.17
10/08/2019,Queretaro,Pachuca,2,1,H,2.53,3.41,2.9
11/08/2019,U.A.N.L.- Tigres,Necaxa,3,1,H,1.52,4.34,6.58
11/08/2019,Guadalajara Chivas,Atl. San Luis,3,0,H,2.08,3.34,3.92
11/08/2019,Toluca,Club America,0,1,A,3.16,3.4,2.35
12/08/2019,Santos Laguna,Puebla,4,1,H,1.51,4.53,6.4
17/08/2019,Puebla,Pachuca,0,4,A,3.71,3.6,2.05
17/08/2019,Atlas,Cruz Azul,1,3,A,4.05,3.31,2.06
17/08/2019,Atl. San Luis,U.A.N.L.- Tigres,1,1,D,3.46,3.25,2.28
18/08/2019,Club Leon,Guadalajara Chivas,4,3,H,1.68,4,5.22
18/08/2019,Club America,Monarcas,1,0,H,1.7,3.91,5.19
18/08/2019,Monterrey,Toluca,2,0,H,1.5,4.59,6.47
18/08/2019,U.N.A.M.- Pumas,Veracruz,2,0,H,1.36,5.11,8.84
18/08/2019,Necaxa,Santos Laguna,3,0,H,2.74,3.36,2.68
19/08/2019,Juarez,Queretaro,0,2,A,2.8,3.22,2.73
24/08/2019,Veracruz,Atl. San Luis,1,2,A,3.03,3.3,2.49
24/08/2019,Monarcas,U.N.A.M.- Pumas,2,0,H,2.38,3.57,2.99
24/08/2019,Santos Laguna,Monterrey,2,1,H,2.73,3.48,2.63
24/08/2019,Queretaro,Club Leon,0,4,A,3.22,3.41,2.32
25/08/2019,Cruz Azul,Puebla,1,1,D,1.45,4.41,7.9
25/08/2019,Pachuca,Atlas,3,1,H,1.71,4.06,4.82
25/08/2019,U.A.N.L.- Tigres,Club America,1,1,D,2.06,3.51,3.8
25/08/2019,Toluca,Club Tijuana,2,0,H,2.06,3.68,3.6
25/08/2019,Guadalajara Chivas,Necaxa,1,2,A,2.04,3.53,3.83
28/08/2019,Atl. San Luis,Monarcas,1,1,D,2.57,3.35,2.87
28/08/2019,Atlas,U.A.N.L.- Tigres,1,1,D,4.13,3.63,1.94
28/08/2019,Veracruz,Queretaro,0,5,A,3.94,3.84,1.93
28/08/2019,Club America,Pachuca,1,1,D,2.38,3.51,3.03
29/08/2019,Club Leon,Santos Laguna,2,2,D,1.69,4.35,4.62
29/08/2019,Necaxa,Toluca,1,1,D,2.22,3.43,3.42
29/08/2019,Club Tijuana,Cruz Azul,3,2,H,2.94,3.12,2.67
30/08/2019,Puebla,Juarez,2,1,H,2.19,3.43,3.49
30/08/2019,Monterrey,U.N.A.M.- Pumas,2,0,H,1.48,4.52,6.99
31/08/2019,Monarcas,Veracruz,1,0,H,1.33,5.33,9.58
31/08/2019,Atlas,Club America,3,0,H,3.32,3.32,2.31
31/08/2019,Necaxa,Club Tijuana,3,2,H,2.07,3.64,3.61
01/09/2019,Pachuca,Atl. San Luis,0,2,A,1.79,3.66,4.9
01/09/2019,U.A.N.L.- Tigres,Club Leon,1,1,D,2.16,3.44,3.56
01/09/2019,Cruz Azul,Guadalajara Chivas,1,1,D,2.02,3.25,4.32
01/09/2019,U.N.A.M.- Pumas,Toluca,2,1,H,1.97,3.62,4.03
01/09/2019,Queretaro,Puebla,1,1,D,1.6,4.25,5.58
02/09/2019,Juarez,Monterrey,1,0,H,5.76,3.9,1.65
14/09/2019,Puebla,Atl. San Luis,1,3,A,2.73,3.26,2.77
14/09/2019,Veracruz,Cruz Azul,0,0,D,6.09,4.23,1.56
14/09/2019,Club Tijuana,U.A.N.L.- Tigres,1,1,D,2.92,3.39,2.52
14/09/2019,Monterrey,Necaxa,0,2,A,1.5,4.57,6.41
15/09/2019,Club Leon,Juarez,3,1,H,1.36,5.84,7.37
15/09/2019,Guadalajara Chivas,Atlas,1,0,H,2.06,3.47,3.85
15/09/2019,Club America,U.N.A.M.- Pumas,1,1,D,2.1,3.31,3.89
15/09/2019,Toluca,Monarcas,0,2,A,2.34,3.37,3.22
16/09/2019,Santos Laguna,Pachuca,2,2,D,1.99,3.97,3.6
21/09/2019,Atlas,Toluca,0,1,A,2.42,3.22,3.22
21/09/2019,Monarcas,Guadalajara Chivas,1,0,H,2.27,3.32,3.4
21/09/2019,Atl. San Luis,Santos Laguna,2,3,A,2.52,3.57,2.79
21/09/2019,Monterrey,Puebla,3,2,H,1.3,5.72,10.34
21/09/2019,Necaxa,Club Leon,2,4,A,2.95,3.67,2.36
22/09/2019,Pachuca,Club Tijuana,4,1,H,1.65,4.42,4.89
22/09/2019,Club America,Queretaro,2,2,D,1.79,3.73,4.74
22/09/2019,U.N.A.M.- Pumas,Cruz Azul,1,1,D,2.76,3.27,2.73
23/09/2019,Juarez,Veracruz,2,0,H,1.63,4.06,5.57
25/09/2019,Queretaro,Necaxa,1,2,A,2.23,3.66,3.19
25/09/2019,U.A.N.L.- Tigres,Puebla,0,1,A,1.36,5.19,8.71
25/09/2019,Club Leon,Atlas,1,1,D,1.4,5.19,7.56
25/09/2019,Guadalajara Chivas,Pachuca,2,4,A,2.4,3.44,3.05
26/09/2019,Juarez,Club America,1,1,D,3.06,3.34,2.44
26/09/2019,Santos Laguna,Veracruz,5,0,H,1.27,5.96,11.3
26/09/2019,Cruz Azul,Monterrey,1,1,D,2.14,3.32,3.76
26/09/2019,Club Tijuana,Monarcas,3,2,H,2.01,3.59,3.87
27/09/2019,Toluca,Atl. San Luis,3,1,H,2.48,3.22,3.12
28/09/2019,Puebla,Club Leon,2,1,H,3.89,3.82,1.94
28/09/2019,Atlas,Queretaro,2,0,H,2.86,3.36,2.58
28/09/2019,Pachuca,Cruz Azul,2,0,H,2.41,3.49,3.01
29/09/2019,Necaxa,Juarez,0,0,D,1.77,3.69,4.96
29/09/2019,Monterrey,U.A.N.L.- Tigres,0,2,A,2.18,3.43,3.5
29/09/2019,Club America,Guadalajara Chivas,4,1,H,2.06,3.27,4.09
29/09/2019,U.N.A.M.- Pumas,Santos Laguna,2,0,H,2.33,3.66,3.01
29/09/2019,Atl. San Luis,Club Tijuana,2,3,A,2.21,3.37,3.5
30/09/2019,Veracruz,Toluca,1,1,D,4.01,3.41,2.03
05/10/2019,Monarcas,Necaxa,2,3,A,2.81,3.47,2.56
05/10/2019,Club Leon,Veracruz,1,1,D,1.19,7.74,14.25
06/10/2019,Cruz Azul,Club America,5,2,H,2.42,3.29,3.14
06/10/2019,U.A.N.L.- Tigres,Santos Laguna,4,0,H,1.87,3.83,4.2
06/10/2019,Guadalajara Chivas,U.N.A.M.- Pumas,1,1,D,2.48,3.36,2.99
06/10/2019,Club Tijuana,Atlas,2,2,D,1.7,3.81,5.32
06/10/2019,Toluca,Puebla,1,1,D,1.83,3.73,4.48
07/10/2019,Juarez,Atl. San Luis,1,2,A,2.41,3.29,3.17
07/10/2019,Queretaro,Monterrey,2,1,H,3.08,3.52,2.34
19/10/2019,Puebla,Atlas,0,1,A,2.48,3.14,3.19
19/10/2019,Veracruz,U.A.N.L.- Tigres,1,3,A,6.02,3.61,1.68
19/10/2019,Santos Laguna,Club Tijuana,4,1,H,1.6,4.37,5.39
19/10/2019,Cruz Azul,Monarcas,2,3,A,1.56,4.16,6.39
20/10/2019,Pachuca,Juarez,0,1,A,1.48,4.51,7.03
20/10/2019,Necaxa,Club America,2,2,D,2.74,3.26,2.75
20/10/2019,U.N.A.M.- Pumas,Club Leon,1,2,A,2.44,3.59,2.89
21/10/2019,Monterrey,Guadalajara Chivas,1,1,D,1.55,4.27,6.19
26/10/2019,Monarcas,Santos Laguna,2,2,D,2.95,3.58,2.4
26/10/2019,Atlas,Necaxa,0,2,A,2.65,3.36,2.78
26/10/2019,Club Tijuana,Veracruz,2,0,H,,,
26/10/2019,Queretaro,U.N.A.M.- Pumas,3,0,H,2.2,3.47,3.42
27/10/2019,Club America,Puebla,2,0,H,1.61,4.09,5.82
27/10/2019,Club Leon,Atl. San Luis,3,2,H,1.58,4.52,5.36
27/10/2019,U.A.N.L.- Tigres,Cruz Azul,1,1,D,1.9,3.62,4.31
27/10/2019,Toluca,Pachuca,2,0,H,2.68,3.51,2.65
28/10/2019,Juarez,Guadalajara Chivas,1,2,A,2.69,3.22,2.84
30/10/2019,Atl. San Luis,Club America,0,1,A,3.84,3.79,1.96
30/10/2019,Santos Laguna,Queretaro,1,0,H,1.75,3.96,4.68
30/10/2019,Veracruz,Puebla,1,0,H,,,
30/10/2019,U.N.A.M.- Pumas,Atlas,5,1,H,,,
31/10/2019,Pachuca,Monterrey,2,3,A,2.39,3.63,2.92
31/10/2019,Guadalajara Chivas,Club Tijuana,0,1,A,2.33,3.42,3.19
31/10/2019,U.A.N.L.- Tigres,Toluca,1,0,H,1.53,4.24,6.67
01/11/2019,Monarcas,Juarez,6,1,H,1.84,3.63,4.6
01/11/2019,Cruz Azul,Club Leon,1,0,H,2.03,3.69,3.72
02/11/2019,Puebla,U.N.A.M.- Pumas,1,1,D,3.27,3.42,2.29
02/11/2019,Atlas,Atl. San Luis,1,2,A,2.14,3.42,3.62
02/11/2019,Queretaro,U.A.N.L.- Tigres,0,0,D,3.12,3.26,2.45
03/11/2019,Club America,Santos Laguna,1,2,A,1.81,3.94,4.37
03/11/2019,Monterrey,Veracruz,1,1,D,1.19,7.17,16.86
03/11/2019,Necaxa,Pachuca,1,2,A,2.31,3.75,2.99
03/11/2019,Toluca,Guadalajara Chivas,1,3,A,2.39,3.42,3.09
04/11/2019,Juarez,Club Tijuana,3,0,H,2.76,3.36,2.67
04/11/2019,Club Leon,Monarcas,1,1,D,1.98,3.69,3.9
09/11/2019,Monarcas,Puebla,3,2,H,1.59,4.08,6.1
09/11/2019,Veracruz,Club America,0,5,A,,,
09/11/2019,Club Tijuana,Monterrey,0,4,A,3.15,3.52,2.31
09/11/2019,Atl. San Luis,Necaxa,0,2,A,2.86,3.43,2.54
10/11/2019,U.A.N.L.- Tigres,Pachuca,0,0,D,1.8,4.13,4.17
10/11/2019,Club Leon,Toluca,4,0,H,1.54,4.67,5.71
10/11/2019,Guadalajara Chivas,Queretaro,3,2,H,2.33,3.46,3.16
10/11/2019,U.N.A.M.- Pumas,Juarez,1,1,D,1.69,3.89,5.28
11/11/2019,Santos Laguna,Cruz Azul,3,1,H,2.17,3.72,3.27
23/11/2019,Puebla,Necaxa,3,0,H,3.39,3.61,2.16
23/11/2019,Club Tijuana,Club Leon,1,2,A,2.09,3.79,3.42
23/11/2019,Queretaro,Monarcas,3,1,H,2.14,3.54,3.49
24/11/2019,Cruz Azul,Atl. San Luis,3,1,H,1.55,4.02,6.91
24/11/2019,Monterrey,Atlas,2,0,H,1.27,5.84,12.3
24/11/2019,Guadalajara Chivas,Veracruz,3,1,H,1.26,6.32,11.15
24/11/2019,Pachuca,U.N.A.M.- Pumas,2,0,H,1.85,3.93,4.15
24/11/2019,Toluca,Santos Laguna,2,2,D,2.15,3.78,3.26
25/11/2019,Juarez,U.A.N.L.- Tigres,1,2,A,4.08,3.44,2.01
28/11/2019,Monarcas,Club Leon,3,3,D,2.92,3.45,2.48
28/11/2019,Necaxa,Queretaro,3,0,H,2.39,3.35,3.14
29/11/2019,Monterrey,Santos Laguna,5,2,H,1.98,3.57,3.98
29/11/2019,Club America,U.A.N.L.- Tigres,1,2,A,2.29,3.13,3.58
01/12/2019,Club Leon,Monarcas,1,2,A,1.68,4.31,4.79
01/12/2019,Queretaro,Necaxa,2,3,A,1.88,3.98,3.98
02/12/2019,Santos Laguna,Monterrey,1,1,D,,,
02/12/2019,U.A.N.L.- Tigres,Club America,2,4,A,2.42,3.47,3.01
05/12/2019,Monterrey,Necaxa,2,1,H,1.65,3.92,5.65
06/12/2019,Monarcas,Club America,2,0,H,3.14,3.49,2.33
08/12/2019,Necaxa,Monterrey,0,1,A,2.88,3.58,2.45
09/12/2019,Club America,Monarcas,2,0,H,1.45,4.94,6.79
27/12/2019,Monterrey,Club America,2,1,H,1.92,3.74,4.03
30/12/2019,Club America,Monterrey,2,1,H,1.9,3.92,3.89
11/01/2020,Monarcas,Toluca,0,1,A,2.07,3.46,3.76
11/01/2020,Club Tijuana,Santos Laguna,2,1,H,2.91,3.65,2.37
11/01/2020,Cruz Azul,Atlas,1,2,A,1.61,4.03,5.78
12/01/2020,Club Leon,Queretaro,3,1,H,1.58,4.58,5.23
12/01/2020,Guadalajara Chivas,Juarez,2,0,H,1.71,3.74,5.26
12/01/2020,U.A.N.L.- Tigres,Atl. San Luis,0,0,D,1.57,4.04,6.29
12/01/2020,U.N.A.M.- Pumas,Pachuca,2,1,H,2.79,3.48,2.54
17/01/2020,Juarez,U.N.A.M.- Pumas,4,4,D,2.76,3.15,2.78
18/01/2020,Atl. San Luis,Cruz Azul,2,1,H,3.15,3.1,2.5
18/01/2020,Atlas,Puebla,0,1,A,2.05,3.33,3.97
18/01/2020,Monterrey,Monarcas,2,2,D,1.53,4.41,6.2
19/01/2020,Pachuca,Guadalajara Chivas,0,0,D,2.25,3.57,3.18
19/01/2020,Club America,U.A.N.L.- Tigres,1,0,H,2.41,3.27,3.13
19/01/2020,Toluca,Necaxa,2,3,A,2.14,3.71,3.3
19/01/2020,Queretaro,Club Tijuana,3,0,H,2.26,3.5,3.22
