Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
20/01/2020,Santos Laguna,Club Leon,3,2,H,2.22,3.77,3.09
25/01/2020,Puebla,Queretaro,0,1,A,2.8,3.48,2.53
25/01/2020,Club Tijuana,Club America,0,0,D,2.87,3.41,2.52
25/01/2020,Cruz Azul,Santos Laguna,3,0,H,2.37,3.41,3.08
26/01/2020,U.A.N.L.- Tigres,Atlas,2,1,H,1.65,3.81,5.81
26/01/2020,Club Leon,Pachuca,3,0,H,2.03,3.71,3.61
26/01/2020,Guadalajara Chivas,Toluca,2,2,D,1.85,3.61,4.52
26/01/2020,U.N.A.M.- Pumas,Monterrey,1,0,H,3.14,3.58,2.26
26/01/2020,Necaxa,Atl. San Luis,1,1,D,2.15,3.34,3.64
27/01/2020,Juarez,Monarcas,3,0,H,2.76,3.39,2.61
01/02/2020,Atl. San Luis,Guadalajara Chivas,2,2,D,2.52,3.21,3.02
01/02/2020,Atlas,Club Tijuana,2,1,H,2.66,3.15,2.88
01/02/2020,Monarcas,Club Leon,1,2,A,2.83,3.63,2.44
01/02/2020,Monterrey,Queretaro,1,2,A,1.48,4.68,6.49
01/02/2020,Necaxa,Puebla,2,0,H,1.85,3.81,4.25
02/02/2020,Pachuca,U.A.N.L.- Tigres,2,0,H,2.27,3.38,3.29
02/02/2020,Club America,Juarez,1,3,A,1.5,4.19,7.33
02/02/2020,Santos Laguna,U.N.A.M.- Pumas,1,1,D,1.79,3.82,4.53
02/02/2020,Toluca,Cruz Azul,3,3,D,3.17,3.31,2.37
05/02/2020,Puebla,Club America,0,1,A,3.6,3.14,2.26
06/02/2020,Necaxa,Monterrey,2,2,D,3.4,3.52,2.17
07/02/2020,Atlas,Monarcas,1,3,A,2.83,3.24,2.65
08/02/2020,Puebla,Santos Laguna,2,2,D,3.67,3.52,2.07
08/02/2020,Club Tijuana,Toluca,1,1,D,1.79,3.74,4.66
08/02/2020,Cruz Azul,Pachuca,3,1,H,2.11,3.46,3.61
09/02/2020,U.A.N.L.- Tigres,Guadalajara Chivas,3,0,H,1.89,3.46,4.53
09/02/2020,Club Leon,Monterrey,3,1,H,2.38,3.58,2.94
09/02/2020,U.N.A.M.- Pumas,Atl. San Luis,4,0,H,2.08,3.35,3.83
10/02/2020,Queretaro,Club America,1,2,A,2.46,3.31,3.02
10/02/2020,Juarez,Necaxa,2,1,H,2.26,3.32,3.37
15/02/2020,Atl. San Luis,Club Leon,3,1,H,2.59,3.5,2.72
15/02/2020,Monarcas,Club Tijuana,1,1,D,2.09,3.35,3.82
15/02/2020,Pachuca,Puebla,1,0,H,1.69,3.78,5.4
15/02/2020,Toluca,U.N.A.M.- Pumas,2,3,A,2.56,3.56,2.71
16/02/2020,Club America,Atlas,2,0,H,1.55,4.38,5.98
16/02/2020,Monterrey,Juarez,1,1,D,1.47,4.51,7.13
16/02/2020,Guadalajara Chivas,Cruz Azul,1,2,A,2.74,3.14,2.81
16/02/2020,Necaxa,Queretaro,2,3,A,2.55,3.38,2.85
17/02/2020,Santos Laguna,U.A.N.L.- Tigres,2,1,H,1.99,3.76,3.72
22/02/2020,Atlas,Pachuca,0,2,A,2.83,3.33,2.59
22/02/2020,Puebla,Toluca,2,0,H,2.61,3.42,2.75
22/02/2020,Club Tijuana,Guadalajara Chivas,0,1,A,2.24,3.33,3.43
22/02/2020,Club Leon,Necaxa,2,1,H,1.75,3.82,4.84
23/02/2020,Cruz Azul,U.A.N.L.- Tigres,2,1,H,2.13,3.39,3.65
23/02/2020,Monterrey,Club America,0,1,A,1.87,3.8,4.13
23/02/2020,U.N.A.M.- Pumas,Monarcas,1,2,A,1.98,3.96,3.56
23/02/2020,Queretaro,Atl. San Luis,0,1,A,2.1,3.28,3.88
24/02/2020,Juarez,Santos Laguna,1,2,A,3.11,3.32,2.4
29/02/2020,Atl. San Luis,Juarez,0,3,A,1.85,3.52,4.63
29/02/2020,Toluca,Monterrey,2,0,H,2.84,3.58,2.45
29/02/2020,Monarcas,Cruz Azul,2,4,A,2.41,3.35,3.07
29/02/2020,Club Tijuana,Puebla,0,1,A,1.67,3.82,5.54
29/02/2020,Pachuca,Queretaro,1,1,D,2.34,3.26,3.28
01/03/2020,Club America,Necaxa,0,3,A,1.95,3.38,4.37
01/03/2020,U.A.N.L.- Tigres,U.N.A.M.- Pumas,3,0,H,1.91,3.64,4.19
01/03/2020,Guadalajara Chivas,Club Leon,2,0,H,2.4,3.41,3.04
02/03/2020,Santos Laguna,Atlas,1,0,H,1.53,4.29,6.41
07/03/2020,Queretaro,Toluca,1,1,D,2.03,3.64,3.7
07/03/2020,U.N.A.M.- Pumas,Club America,3,3,D,2.92,3.07,2.69
07/03/2020,Puebla,U.A.N.L.- Tigres,0,0,D,3.18,3.33,2.36
07/03/2020,Cruz Azul,Club Tijuana,4,2,H,1.68,3.83,5.38
07/03/2020,Monterrey,Atl. San Luis,2,2,D,1.65,4.07,5.25
08/03/2020,Pachuca,Santos Laguna,1,0,H,2.1,3.66,3.45
08/03/2020,Atlas,Guadalajara Chivas,1,2,A,3.34,3.08,2.41
08/03/2020,Necaxa,Monarcas,1,2,A,2.37,3.41,3.07
09/03/2020,Juarez,Club Leon,1,4,A,2.48,3.33,2.97
14/03/2020,Monarcas,Queretaro,4,0,H,2.3,3.47,3.17
14/03/2020,Club Tijuana,Pachuca,3,2,H,2.27,3.57,3.13
14/03/2020,Atl. San Luis,Puebla,0,1,A,1.78,3.75,4.77
15/03/2020,Club Leon,U.N.A.M.- Pumas,3,1,H,2.04,3.53,3.76
15/03/2020,U.A.N.L.- Tigres,Juarez,3,2,H,1.59,3.92,6.36
15/03/2020,Guadalajara Chivas,Monterrey,1,1,D,2.82,3.21,2.67
15/03/2020,Toluca,Atlas,2,3,A,1.99,3.41,4.12
16/03/2020,Santos Laguna,Necaxa,2,1,H,1.7,4.09,4.8
16/03/2020,Club America,Cruz Azul,0,1,A,2.75,3.57,2.52
25/07/2020,Necaxa,U.A.N.L.- Tigres,0,3,A,4.42,3.44,1.92
26/07/2020,Guadalajara Chivas,Club Leon,0,0,D,2.9,3.49,2.45
26/07/2020,Club Tijuana,Atlas,3,1,H,1.88,3.61,4.38
26/07/2020,Cruz Azul,Santos Laguna,2,0,H,1.85,3.86,4.15
26/07/2020,U.N.A.M.- Pumas,Queretaro,3,2,H,2.09,3.5,3.62
28/07/2020,Atl. San Luis,Juarez,1,1,D,1.8,3.43,5.16
28/07/2020,Pachuca,Club America,1,2,A,2.77,3.37,2.61
28/07/2020,Mazatlan FC,Puebla,1,4,A,2.28,3.28,3.37
29/07/2020,Monterrey,Toluca,3,1,H,1.44,4.8,7.2
01/08/2020,Puebla,Cruz Azul,1,1,D,4.33,3.41,1.95
01/08/2020,Juarez,Necaxa,1,0,H,2.56,3.27,2.92
02/08/2020,U.A.N.L.- Tigres,Pachuca,1,1,D,1.54,4.44,6.04
02/08/2020,Club America,Club Tijuana,4,0,H,2.02,3.6,3.78
02/08/2020,Toluca,Atl. San Luis,3,2,H,2.39,3.48,2.99
02/08/2020,Queretaro,Mazatlan FC,1,1,D,2.6,3.36,2.79
03/08/2020,Santos Laguna,Guadalajara Chivas,2,0,H,2.42,3.3,3.09
04/08/2020,Atlas,U.N.A.M.- Pumas,1,2,A,2.56,3.35,2.85
04/08/2020,Club Leon,Monterrey,1,0,H,2.25,3.65,3.1
07/08/2020,Pachuca,Queretaro,1,0,H,2.04,3.33,4.05
07/08/2020,Club Tijuana,U.A.N.L.- Tigres,0,0,D,3.71,3.46,2.08
08/08/2020,Necaxa,Club America,1,1,D,3.54,3.51,2.12
08/08/2020,Mazatlan FC,Toluca,2,1,H,2.38,3.56,2.95
09/08/2020,Cruz Azul,Club Leon,2,0,H,2.24,3.51,3.25
09/08/2020,Monterrey,Santos Laguna,2,2,D,1.79,3.84,4.56
09/08/2020,Guadalajara Chivas,Puebla,0,1,A,2.23,3.25,3.52
09/08/2020,U.N.A.M.- Pumas,Juarez,1,1,D,1.87,3.8,4.16
10/08/2020,Atl. San Luis,Atlas,1,1,D,2.23,3.4,3.36
11/08/2020,Necaxa,Mazatlan FC,1,0,H,2.01,3.67,3.75
12/08/2020,Pachuca,Club Leon,0,1,A,2.78,3.39,2.59
12/08/2020,U.A.N.L.- Tigres,Puebla,2,1,H,1.47,4.18,8.11
12/08/2020,Queretaro,Cruz Azul,1,0,H,4.46,3.49,1.9
13/08/2020,Juarez,Guadalajara Chivas,0,2,A,2.92,3.16,2.63
13/08/2020,U.N.A.M.- Pumas,Monterrey,1,1,D,2.98,3.52,2.38
13/08/2020,Club Tijuana,Atl. San Luis,0,2,A,1.93,3.77,3.92
14/08/2020,Atlas,Toluca,1,2,A,2.38,3.49,3.01
14/08/2020,Club America,Santos Laguna,3,1,H,2.06,3.62,3.62
15/08/2020,Puebla,Pachuca,0,1,A,3.4,3.22,2.3
15/08/2020,Guadalajara Chivas,Atl. San Luis,2,1,H,2.09,3.25,3.96
16/08/2020,Cruz Azul,Juarez,3,2,H,1.41,4.7,8.21
16/08/2020,Mazatlan FC,U.N.A.M.- Pumas,0,0,D,2.28,3.49,3.17
16/08/2020,Monterrey,Necaxa,1,1,D,1.62,4.11,5.55
16/08/2020,Toluca,U.A.N.L.- Tigres,3,2,H,2.96,3.53,2.39
17/08/2020,Santos Laguna,Atlas,0,0,D,1.98,3.67,3.85
17/08/2020,Queretaro,Club America,4,1,H,3.19,3.48,2.28
18/08/2020,Club Leon,Club Tijuana,2,1,H,1.55,4.43,5.87
20/08/2020,Necaxa,Santos Laguna,2,1,H,3.4,3.22,2.3
20/08/2021,Juarez,Club Leon,0,0,D,2.09,3.25,3.96
20/08/2022,Atlas,Queretaro,1,0,H,1.41,4.7,8.21
20/08/2023,U.A.N.L.- Tigres,U.N.A.M.- Pumas,1,1,D,2.28,3.49,3.17
20/08/2024,Club America,Monterrey,1,3,A,1.62,4.11,5.55
20/08/2025,Toluca,Guadalajara Chivas,1,0,H,2.96,3.53,2.39
20/08/2026,Atl. San Luis,Cruz Azul,1,3,A,1.98,3.67,3.85
20/08/2027,Club Tijuana,Puebla,1,0,H,3.19,3.48,2.28
20/08/2028,Pachuca,Mazatlan FC,2,1,H,1.55,4.43,5.87
