Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
31/07/2013,Club Tijuana,Pachuca,1,0,H,1.87,3.77,4.44
01/08/2013,Guadalajara Chivas,Veracruz,0,2,A,1.79,3.77,4.92
01/08/2013,Puebla,Santos Laguna,1,1,D,2.74,3.31,2.79
01/08/2013,Queretaro,Monterrey,3,3,D,2.97,3.42,2.52
01/08/2013,Toluca,U.N.A.M.- Pumas,0,0,D,2.12,3.29,3.96
01/08/2013,U.A.N.L.- Tigres,Monarcas,1,2,A,1.74,3.8,5.33
01/08/2013,Club Leon,Club America,1,1,D,2.54,3.34,3
03/08/2013,Club America,Atlas,3,0,H,1.51,4.5,7.23
03/08/2013,Veracruz,Cruz Azul,3,2,H,3.31,3.38,2.33
04/08/2013,Monarcas,Club Tijuana,2,1,H,2.11,3.39,3.88
04/08/2013,Monterrey,Toluca,1,1,D,1.73,3.92,5.2
04/08/2013,Pachuca,Club Leon,1,1,D,2.71,3.36,2.79
04/08/2013,Santos Laguna,Queretaro,2,0,H,2.04,3.53,3.98
04/08/2013,Chiapas,Puebla,4,2,H,2.24,3.43,3.47
04/08/2013,U.N.A.M.- Pumas,U.A.N.L.- Tigres,0,2,A,3.2,3.3,2.44
04/08/2013,Guadalajara Chivas,Atlante,1,0,H,1.82,3.72,4.8
10/08/2013,Queretaro,Chiapas,1,1,D,2.35,3.4,3.26
10/08/2013,Club Tijuana,U.N.A.M.- Pumas,2,0,H,1.74,3.62,5.74
10/08/2013,Cruz Azul,Guadalajara Chivas,3,1,H,2.12,3.43,3.8
11/08/2013,Atlante,Club America,2,4,A,4.59,3.84,1.83
11/08/2013,U.A.N.L.- Tigres,Monterrey,3,1,H,1.81,3.7,4.79
11/08/2013,Club Leon,Monarcas,0,0,D,1.92,3.77,4.19
11/08/2013,Atlas,Pachuca,1,1,D,2.65,3.2,3
11/08/2013,Puebla,Veracruz,0,0,D,2.4,3.42,3.16
11/08/2013,Toluca,Santos Laguna,2,2,D,2.04,3.6,3.91
17/08/2013,Monarcas,Atlas,2,0,H,1.86,3.82,4.42
17/08/2013,Santos Laguna,U.A.N.L.- Tigres,3,0,H,2.88,3.38,2.62
17/08/2013,Cruz Azul,Atlante,1,0,H,1.5,4.73,6.79
17/08/2013,Veracruz,Queretaro,0,0,D,2.18,3.4,3.69
18/08/2013,Monterrey,Club Tijuana,2,1,H,2,3.49,4.13
18/08/2013,Pachuca,Club America,0,1,A,3.74,3.55,2.08
18/08/2013,Chiapas,Toluca,0,4,A,2.38,3.38,3.24
18/08/2013,U.N.A.M.- Pumas,Club Leon,1,1,D,3.15,3.31,2.47
18/08/2013,Guadalajara Chivas,Puebla,2,4,A,2,3.53,4.13
24/08/2013,Queretaro,Guadalajara Chivas,2,0,H,2.37,3.4,3.22
24/08/2013,Club Tijuana,Santos Laguna,1,1,D,2.1,3.48,3.83
24/08/2013,Club America,Monarcas,3,1,H,1.83,3.86,4.54
25/08/2013,Atlante,Pachuca,1,1,D,2.45,3.33,3.14
25/08/2013,U.A.N.L.- Tigres,Chiapas,2,2,D,1.47,4.5,8.32
25/08/2013,Club Leon,Monterrey,3,1,H,1.84,3.64,4.84
25/08/2013,Atlas,U.N.A.M.- Pumas,1,1,D,2.16,3.3,3.78
25/08/2013,Puebla,Cruz Azul,1,2,A,2.76,3.41,2.7
25/08/2013,Toluca,Veracruz,3,1,H,1.85,3.67,4.63
31/08/2013,Monarcas,Pachuca,4,1,H,1.86,3.68,4.59
31/08/2013,Santos Laguna,Club Leon,0,2,A,2.37,3.29,3.34
31/08/2013,Cruz Azul,Queretaro,0,2,A,1.66,3.95,5.74
31/08/2013,Veracruz,U.A.N.L.- Tigres,1,1,D,3.02,3.43,2.49
01/09/2013,Monterrey,Atlas,0,0,D,1.81,3.71,4.92
01/09/2013,Chiapas,Club Tijuana,3,1,H,2.3,3.27,3.51
01/09/2013,Puebla,Atlante,1,0,H,2.05,3.48,3.99
01/09/2013,Guadalajara Chivas,Toluca,0,0,D,2.97,3.32,2.58
03/09/2013,U.N.A.M.- Pumas,Club America,1,4,A,4.37,3.53,1.95
07/09/2013,Queretaro,Puebla,1,0,H,2.26,3.36,3.52
07/09/2013,Club America,Monterrey,1,0,H,1.44,4.66,8.57
08/09/2013,Atlante,Monarcas,2,2,D,2.83,3.4,2.65
08/09/2013,Pachuca,U.N.A.M.- Pumas,0,0,D,2.28,3.32,3.52
08/09/2013,U.A.N.L.- Tigres,Guadalajara Chivas,3,3,D,1.71,3.99,5.27
08/09/2013,Club Leon,Chiapas,0,1,A,1.46,4.57,7.97
08/09/2013,Atlas,Santos Laguna,2,2,D,2.71,3.26,2.82
08/09/2013,Club Tijuana,Veracruz,3,0,H,1.82,3.81,4.68
08/09/2013,Toluca,Cruz Azul,1,2,A,2.52,3.44,2.98
14/09/2013,Queretaro,Atlante,1,0,H,1.85,3.64,4.79
14/09/2013,Santos Laguna,Club America,2,1,H,3.14,3.49,2.38
14/09/2013,Cruz Azul,U.A.N.L.- Tigres,0,1,A,2.21,3.31,3.65
14/09/2013,Veracruz,Club Leon,0,1,A,3.14,3.43,2.41
15/09/2013,Monterrey,Pachuca,1,0,H,1.97,3.51,4.29
15/09/2013,Chiapas,Atlas,3,0,H,2.26,3.41,3.48
15/09/2013,Puebla,Toluca,1,1,D,2.93,3.41,2.56
15/09/2013,U.N.A.M.- Pumas,Monarcas,0,1,A,2.9,3.31,2.64
15/09/2013,Guadalajara Chivas,Club Tijuana,2,2,D,2.48,3.21,3.22
21/09/2013,Monarcas,Monterrey,1,3,A,1.85,3.61,4.77
21/09/2013,Club Tijuana,Cruz Azul,0,0,D,2.35,3.31,3.35
21/09/2013,Club America,Chiapas,3,1,H,1.52,4.47,6.99
22/09/2013,Atlante,U.N.A.M.- Pumas,1,0,H,2.4,3.04,3.26
22/09/2013,Pachuca,Santos Laguna,1,1,D,2.5,3.15,2.99
22/09/2013,U.A.N.L.- Tigres,Puebla,0,0,D,1.45,4.17,8.31
22/09/2013,Club Leon,Guadalajara Chivas,2,1,H,1.52,4.31,7.47
22/09/2013,Atlas,Veracruz,3,3,D,2.18,3.47,3.59
22/09/2013,Toluca,Queretaro,4,0,H,1.79,3.78,4.98
28/09/2013,Queretaro,U.A.N.L.- Tigres,2,2,D,3.07,3.37,2.49
28/09/2013,Santos Laguna,Monarcas,3,1,H,2.04,3.53,3.98
28/09/2013,Cruz Azul,Club Leon,1,0,H,2.51,3.39,3.02
28/09/2013,Veracruz,Club America,0,1,A,5.74,3.94,1.68
29/09/2013,Monterrey,U.N.A.M.- Pumas,0,1,A,1.61,3.84,7.01
29/09/2013,Chiapas,Pachuca,2,1,H,1.97,3.28,3.69
29/09/2013,Puebla,Club Tijuana,2,0,H,2.96,3.17,2.51
29/09/2013,Toluca,Atlante,7,1,H,1.61,3.71,6.2
29/09/2013,Guadalajara Chivas,Atlas,1,1,D,2.45,3.26,3.23
02/10/2013,Club America,Club Tijuana,2,0,H,1.66,3.84,6.13
05/10/2013,Monarcas,Chiapas,2,1,H,1.79,3.96,4.68
05/10/2013,Club Tijuana,Queretaro,1,0,H,1.74,3.72,5.51
05/10/2013,Club America,Guadalajara Chivas,2,0,H,1.41,4.7,9.63
06/10/2013,Atlante,Monterrey,2,1,H,2.99,3.38,2.51
06/10/2013,Pachuca,Veracruz,1,1,D,2.01,3.56,3.96
06/10/2013,U.A.N.L.- Tigres,Toluca,1,2,A,1.91,3.51,4.62
06/10/2013,Club Leon,Puebla,3,1,H,1.47,4.4,8.44
06/10/2013,Atlas,Cruz Azul,1,2,A,3.26,3.25,2.43
06/10/2013,U.N.A.M.- Pumas,Santos Laguna,0,1,A,3.41,3.31,2.33
19/10/2013,Queretaro,Club Leon,2,0,H,3.58,3.26,2.28
19/10/2013,Santos Laguna,Monterrey,3,2,H,1.72,3.74,5.62
19/10/2013,Cruz Azul,Club America,1,1,D,2.9,3.27,2.66
19/10/2013,Veracruz,Monarcas,1,0,H,2.94,3.43,2.55
20/10/2013,U.A.N.L.- Tigres,Atlante,3,1,H,1.54,4.25,6.8
20/10/2013,Chiapas,U.N.A.M.- Pumas,1,1,D,1.99,3.46,4.29
20/10/2013,Puebla,Atlas,2,0,H,2.37,3.3,3.33
20/10/2013,Toluca,Club Tijuana,0,0,D,1.98,3.5,4.23
20/10/2013,Guadalajara Chivas,Pachuca,1,3,A,2.26,3.37,3.51
26/10/2013,Monarcas,Guadalajara Chivas,1,1,D,1.6,4.17,6.32
26/10/2013,Club Tijuana,U.A.N.L.- Tigres,0,0,D,2.3,3.22,3.56
26/10/2013,Club America,Puebla,3,1,H,1.82,3.61,3.91
27/10/2013,Atlante,Santos Laguna,1,3,A,8.18,4.19,1.39
27/10/2013,Monterrey,Chiapas,1,1,D,2.26,3.06,3.21
27/10/2013,Pachuca,Cruz Azul,0,0,D,3.29,2.14,3.22
27/10/2013,Club Leon,Toluca,2,2,D,2.14,3.4,3.79
27/10/2013,Atlas,Queretaro,3,1,H,2.19,3.38,3.69
27/10/2013,U.N.A.M.- Pumas,Veracruz,0,0,D,2.36,3.43,3.21
30/10/2013,U.A.N.L.- Tigres,Club America,1,0,H,1.94,3.44,4.55
31/10/2013,Guadalajara Chivas,Santos Laguna,0,2,A,2.99,3.35,2.55
02/11/2013,Queretaro,Club America,0,0,D,2.75,3.24,2.84
02/11/2013,Club Tijuana,Atlante,4,1,H,1.45,3.87,7.45
02/11/2013,Cruz Azul,Monarcas,1,0,H,1.86,3.57,4.8
02/11/2013,Veracruz,Monterrey,0,3,A,2.12,3.56,3.66
03/11/2013,U.A.N.L.- Tigres,Club Leon,1,1,D,2.22,3.38,3.59
03/11/2013,Chiapas,Santos Laguna,2,1,H,2.21,3.47,3.53
03/11/2013,Puebla,Pachuca,1,1,D,2.2,3.5,3.52
03/11/2013,Toluca,Atlas,1,1,D,1.56,4.2,6.98
03/11/2013,Guadalajara Chivas,U.N.A.M.- Pumas,1,0,H,2.35,3.24,3.41
09/11/2013,Monarcas,Puebla,1,0,H,1.59,4.17,6.42
09/11/2013,Santos Laguna,Veracruz,2,2,D,1.58,4.19,6.45
09/11/2013,Club America,Toluca,1,1,D,2.77,3.34,2.75
10/11/2013,Atlante,Chiapas,2,0,H,3.27,3.3,2.1
10/11/2013,Monterrey,Guadalajara Chivas,2,1,H,1.78,3.4,4.45
10/11/2013,Pachuca,Queretaro,0,1,A,2.68,2.99,2.67
10/11/2013,Club Leon,Club Tijuana,5,0,H,1.99,3.45,4.28
10/11/2013,Atlas,U.A.N.L.- Tigres,0,1,A,4.04,3.53,2.02
10/11/2013,U.N.A.M.- Pumas,Cruz Azul,2,2,D,4.29,3.42,1.98
23/11/2013,Toluca,Cruz Azul,3,0,H,2.38,3.22,3.4
24/11/2013,Monarcas,Club Leon,3,3,D,2.47,3.39,3.07
24/11/2013,U.A.N.L.- Tigres,Club America,2,2,D,3,3.23,2.6
25/11/2013,Queretaro,Santos Laguna,2,3,A,4.14,3.31,2.06
30/11/2013,Cruz Azul,Toluca,1,1,D,1.93,3.14,4.04
01/12/2013,Club Leon,Monarcas,4,0,H,1.95,3.56,4.32
01/12/2013,Club America,U.A.N.L.- Tigres,1,1,D,1.6,4.16,6.14
02/12/2013,Santos Laguna,Queretaro,3,1,H,1.46,4.63,8.08
06/12/2013,Toluca,Club America,2,1,H,2.81,3.03,2.73
06/12/2013,Club Leon,Santos Laguna,3,1,H,2.14,3.41,3.79
08/12/2013,Club America,Toluca,2,0,H,1.65,4.05,5.83
09/12/2013,Santos Laguna,Club Leon,2,2,D,2.23,3.33,3
13/12/2013,Club Leon,Club America,2,0,H,2.14,3.53,3.64
16/12/2013,Club America,Club Leon,1,3,A,2.04,3.56,3.94
04/01/2014,Monarcas,Queretaro,0,1,A,1.74,3.86,5.27
04/01/2014,Santos Laguna,Guadalajara Chivas,1,1,D,1.69,3.92,5.6
04/01/2014,Club America,U.A.N.L.- Tigres,3,0,H,2.06,3.57,3.82
05/01/2014,Monterrey,Cruz Azul,0,0,D,2.86,3.36,2.65
05/01/2014,Pachuca,Toluca,0,1,A,3.06,3.19,2.6
05/01/2014,Atlas,Club Tijuana,0,0,D,2.32,3.26,3.49
05/01/2014,Chiapas,Veracruz,1,1,D,1.87,3.65,4.61
05/01/2014,U.N.A.M.- Pumas,Puebla,2,2,D,2.04,3.31,4.32
05/01/2014,Atlante,Club Leon,1,1,D,4.37,3.57,1.94
11/01/2014,Queretaro,U.N.A.M.- Pumas,1,0,H,2.32,3.2,3.55
11/01/2014,Club Tijuana,Club America,1,0,H,3.49,3.24,2.33
11/01/2014,Cruz Azul,Santos Laguna,2,1,H,1.99,3.6,4.07
11/01/2014,Veracruz,Atlante,2,1,H,2.35,3.4,3.29
12/01/2014,U.A.N.L.- Tigres,Pachuca,0,0,D,1.74,3.6,5.82
12/01/2014,Club Leon,Atlas,3,1,H,1.6,4.03,6.63
12/01/2014,Puebla,Monterrey,1,1,D,2.93,3.23,2.67
12/01/2014,Toluca,Monarcas,2,2,D,2.17,3.43,3.67
12/01/2014,Guadalajara Chivas,Chiapas,1,0,H,2.34,3.21,3.49
18/01/2014,Monarcas,U.A.N.L.- Tigres,2,0,H,2.42,3.3,3.2
18/01/2014,Santos Laguna,Puebla,0,0,D,1.65,3.92,5.88
18/01/2014,Club America,Club Leon,1,0,H,2.3,3.48,3.3
18/01/2014,Veracruz,Guadalajara Chivas,1,1,D,2.91,2.97,2.92
19/01/2014,Monterrey,Queretaro,3,1,H,1.85,3.45,5.14
19/01/2014,Pachuca,Club Tijuana,2,1,H,2.54,3.09,3.25
19/01/2014,Atlas,Atlante,0,1,A,2.02,3.53,4.07
19/01/2014,Chiapas,Cruz Azul,0,1,A,3.59,3.16,2.32
19/01/2014,U.N.A.M.- Pumas,Toluca,0,2,A,3.51,3.24,2.31
25/01/2014,Queretaro,Santos Laguna,0,0,D,2.94,3.27,2.64
25/01/2014,Club Tijuana,Monarcas,1,0,H,2.42,3.24,3.3
25/01/2014,Cruz Azul,Veracruz,4,0,H,1.55,4.18,7.08
26/01/2014,U.A.N.L.- Tigres,U.N.A.M.- Pumas,1,2,A,1.66,3.65,6.79
26/01/2014,Club Leon,Pachuca,1,3,A,1.58,4.13,6.43
26/01/2014,Atlas,Club America,1,2,A,4.92,3.29,1.93
26/01/2014,Puebla,Chiapas,2,3,A,2.52,3.09,3.29
26/01/2014,Toluca,Monterrey,2,0,H,2.19,3.36,3.7
26/01/2014,Atlante,Guadalajara Chivas,1,1,D,2.48,3.16,3.29
01/02/2014,Monarcas,Club Leon,0,0,D,2.79,3.36,2.7
01/02/2014,Club America,Atlante,1,0,H,1.41,5.19,7.98
01/02/2014,Santos Laguna,Toluca,2,0,H,2.3,3.39,3.31
01/02/2014,Veracruz,Puebla,0,1,A,2.23,3.39,3.49
02/02/2014,Guadalajara Chivas,Cruz Azul,0,2,A,3.8,3.14,2.23
02/02/2014,Monterrey,U.A.N.L.- Tigres,0,0,D,2.98,3.26,2.58
02/02/2014,Pachuca,Atlas,0,1,A,1.91,3.71,4.31
02/02/2014,Chiapas,Queretaro,1,0,H,2.12,3.16,4.2
02/02/2014,U.N.A.M.- Pumas,Club Tijuana,3,0,H,2.74,3.05,3.02
08/02/2014,Club Tijuana,Monterrey,2,1,H,1.92,3.29,4.99
08/02/2014,Club America,Pachuca,0,1,A,1.75,3.86,5.1
09/02/2014,U.A.N.L.- Tigres,Santos Laguna,1,1,D,2.11,3.43,3.85
09/02/2014,Club Leon,U.N.A.M.- Pumas,1,2,A,1.56,4.11,7.05
09/02/2014,Atlas,Monarcas,1,1,D,2.67,3.14,3.02
09/02/2014,Puebla,Guadalajara Chivas,0,1,A,2.7,3,3.11
09/02/2014,Toluca,Chiapas,2,0,H,1.77,3.81,5.07
09/02/2014,Atlante,Cruz Azul,1,4,A,3.42,3.35,2.3
09/02/2014,Queretaro,Veracruz,2,0,H,2,3.39,4.36
15/02/2014,Monarcas,Club America,1,0,H,3.61,3.43,2.19
15/02/2014,Santos Laguna,Club Tijuana,3,2,H,2.11,3.27,4.08
15/02/2014,Cruz Azul,Puebla,1,0,H,1.48,4.6,7.64
15/02/2014,Veracruz,Toluca,0,3,A,3.79,3.37,2.15
16/02/2014,Monterrey,Club Leon,0,2,A,2.49,3.37,3.01
16/02/2014,Pachuca,Atlante,0,1,A,2.05,3.56,3.93
16/02/2014,Chiapas,U.A.N.L.- Tigres,0,0,D,2.82,3.2,2.79
16/02/2014,U.N.A.M.- Pumas,Atlas,1,1,D,2.36,3.19,3.48
16/02/2014,Guadalajara Chivas,Queretaro,2,1,H,2.26,3.2,3.71
22/02/2014,Queretaro,Cruz Azul,1,3,A,3.62,3.44,2.18
22/02/2014,Club Tijuana,Chiapas,0,3,A,1.67,3.96,5.79
22/02/2014,Club America,U.N.A.M.- Pumas,1,3,A,1.61,3.88,6.88
23/02/2014,Pachuca,Monarcas,3,0,H,2.35,3.29,3.38
23/02/2014,U.A.N.L.- Tigres,Veracruz,1,0,H,1.59,4.14,6.44
23/02/2014,Club Leon,Santos Laguna,4,2,H,1.92,3.89,4.07
23/02/2014,Atlas,Monterrey,0,1,A,2.35,3.32,3.34
23/02/2014,Toluca,Guadalajara Chivas,1,0,H,1.83,3.59,4.99
23/02/2014,Atlante,Puebla,0,0,D,2.11,3.3,4.02
01/03/2014,Monarcas,Atlante,1,2,A,2.27,3.42,3.42
01/03/2014,Santos Laguna,Atlas,2,3,A,1.93,3.74,4.19
01/03/2014,Cruz Azul,Toluca,1,0,H,1.89,3.53,4.72
01/03/2014,Veracruz,Club Tijuana,1,1,D,3.01,3.02,2.72
02/03/2014,Monterrey,Club America,1,2,A,3.07,3.21,2.55
02/03/2014,Chiapas,Club Leon,0,3,A,3.35,3.53,2.26
02/03/2014,Puebla,Queretaro,1,0,H,2.31,3.26,3.48
02/03/2014,U.N.A.M.- Pumas,Pachuca,0,0,D,2.41,3.29,3.27
02/03/2014,Guadalajara Chivas,U.A.N.L.- Tigres,0,0,D,3.67,3.1,2.32
08/03/2014,Monarcas,U.N.A.M.- Pumas,3,1,H,2.5,3.18,3.15
08/03/2014,Club Leon,Veracruz,0,1,A,1.47,4.72,7.27
08/03/2014,Toluca,Puebla,3,0,H,1.69,3.72,5.89
08/03/2014,Club Tijuana,Guadalajara Chivas,2,0,H,2.16,3.15,4.06
08/03/2014,Club America,Santos Laguna,2,4,A,1.91,3.61,4.47
09/03/2014,Pachuca,Monterrey,2,0,H,2.36,3.42,3.25
09/03/2014,U.A.N.L.- Tigres,Cruz Azul,3,0,H,2.42,3.23,3.29
09/03/2014,Atlas,Chiapas,2,2,D,2.32,3.22,3.53
09/03/2014,Atlante,Queretaro,4,2,H,1.86,3.45,5.07
15/03/2014,Queretaro,Toluca,0,2,A,3.08,3.28,2.53
15/03/2014,Cruz Azul,Club Tijuana,2,1,H,1.56,3.99,7.4
15/03/2014,Veracruz,Atlas,0,1,A,2.32,3.21,3.54
16/03/2014,Monterrey,Monarcas,0,1,A,2.11,3.37,3.96
16/03/2014,Santos Laguna,Pachuca,3,1,H,1.88,3.65,4.56
16/03/2014,Chiapas,Club America,2,2,D,3.56,3.38,2.23
16/03/2014,Puebla,U.A.N.L.- Tigres,0,1,A,3.85,3.08,2.27
16/03/2014,U.N.A.M.- Pumas,Atlante,5,0,H,2.11,3.43,3.85
16/03/2014,Guadalajara Chivas,Club Leon,1,0,H,2.9,3.09,2.81
22/03/2014,Monarcas,Santos Laguna,2,2,D,2.47,3.39,3.02
22/03/2014,Club Tijuana,Puebla,3,1,H,1.55,4.09,7.5
22/03/2014,Club America,Veracruz,0,0,D,1.46,4.47,8.52
23/03/2014,Pachuca,Chiapas,2,0,H,2.02,3.45,4.16
23/03/2014,U.A.N.L.- Tigres,Queretaro,0,2,A,1.51,4.37,7.15
23/03/2014,Club Leon,Cruz Azul,0,0,D,2.39,3.32,3.23
23/03/2014,Atlas,Guadalajara Chivas,1,1,D,2.34,3.11,3.63
23/03/2014,U.N.A.M.- Pumas,Monterrey,1,2,A,2.27,3.28,3.58
23/03/2014,Atlante,Toluca,2,1,H,2.89,3.17,2.76
29/03/2014,Queretaro,Club Tijuana,2,1,H,2.53,3.15,3.21
29/03/2014,Santos Laguna,U.N.A.M.- Pumas,2,1,H,1.69,4.1,5.29
29/03/2014,Cruz Azul,Atlas,1,3,A,1.63,4.09,6
29/03/2014,Veracruz,Pachuca,3,1,H,2.81,3.09,2.89
30/03/2014,Monterrey,Atlante,3,2,H,2.2,3.32,3.72
30/03/2014,Toluca,U.A.N.L.- Tigres,2,1,H,2.29,3.27,3.53
30/03/2014,Chiapas,Monarcas,1,0,H,2.3,3.29,3.49
30/03/2014,Puebla,Club Leon,1,1,D,3.76,3.35,2.17
31/03/2014,Guadalajara Chivas,Club America,0,4,A,3.67,3.22,2.26
05/04/2014,Monarcas,Veracruz,1,1,D,2.14,3.28,3.94
05/04/2014,Club Tijuana,Toluca,3,1,H,2.01,3.32,4.41
06/04/2014,Club America,Cruz Azul,1,2,A,2.24,3.38,3.55
06/04/2014,Monterrey,Santos Laguna,2,2,D,2.89,3.29,2.63
06/04/2014,Pachuca,Guadalajara Chivas,1,3,A,1.91,3.35,4.92
06/04/2014,Club Leon,Queretaro,1,1,D,1.72,3.79,5.56
06/04/2014,Atlas,Puebla,0,0,D,2.05,3.38,4.2
06/04/2014,U.N.A.M.- Pumas,Chiapas,2,1,H,2.02,3.44,4.14
06/04/2014,Atlante,U.A.N.L.- Tigres,0,2,A,3.45,3.4,2.27
12/04/2014,Queretaro,Atlas,1,0,H,2.44,3.27,3.17
12/04/2014,Cruz Azul,Pachuca,2,2,D,2.05,3.52,3.94
12/04/2014,Veracruz,U.N.A.M.- Pumas,1,1,D,2.26,3.31,3.57
13/04/2014,U.A.N.L.- Tigres,Club Tijuana,1,1,D,1.78,3.56,5.5
13/04/2014,Chiapas,Monterrey,1,1,D,2.51,3.16,3.21
13/04/2014,Puebla,Club America,0,1,A,4.3,3.44,1.99
13/04/2014,Toluca,Club Leon,2,1,H,2.46,3.42,3.08
13/04/2014,Guadalajara Chivas,Monarcas,1,1,D,2.09,3.58,3.74
14/04/2014,Santos Laguna,Atlante,4,3,H,1.6,4.53,5.61
19/04/2014,Monarcas,Cruz Azul,5,1,H,2.57,3.37,2.95
19/04/2014,Club America,Queretaro,0,0,D,1.52,4.36,7.23
20/04/2014,Monterrey,Veracruz,4,1,H,2,3.57,4.06
20/04/2014,Pachuca,Puebla,1,2,A,1.53,4.04,7.72
20/04/2014,Santos Laguna,Chiapas,2,3,A,2.02,3.67,3.87
20/04/2014,Club Leon,U.A.N.L.- Tigres,3,0,H,2.91,3.48,2.5
20/04/2014,Atlas,Toluca,1,0,H,2.18,3.42,3.66
20/04/2014,U.N.A.M.- Pumas,Guadalajara Chivas,1,0,H,2.37,3.14,3.52
20/04/2014,Atlante,Club Tijuana,1,2,A,2.68,3.46,2.76
26/04/2014,Queretaro,Pachuca,3,4,A,2.9,3.32,2.65
26/04/2014,Club Tijuana,Club Leon,1,2,A,2.29,3.42,3.36
26/04/2014,Cruz Azul,U.N.A.M.- Pumas,2,1,H,1.99,3.53,4.18
26/04/2014,Veracruz,Santos Laguna,2,2,D,3.82,3.41,2.13
27/04/2014,U.A.N.L.- Tigres,Atlas,2,1,H,2.05,3.49,3.97
27/04/2014,Chiapas,Atlante,5,2,H,1.76,3.89,4.99
27/04/2014,Puebla,Monarcas,3,1,H,3.56,3.44,2.18
27/04/2014,Toluca,Club America,1,1,D,3.33,3.37,2.31
27/04/2014,Guadalajara Chivas,Monterrey,0,1,A,2.23,3.36,3.6
01/05/2014,Club America,Santos Laguna,5,3,H,1.97,3.63,4.14
01/05/2014,Club Leon,Cruz Azul,1,1,D,2.31,3.45,3.3
02/05/2014,Pachuca,U.N.A.M.- Pumas,1,1,D,2.01,3.36,4.36
02/05/2014,Club Tijuana,Toluca,0,0,D,2.01,3.51,4.14
04/05/2014,Cruz Azul,Club Leon,2,2,D,2,3.62,4
04/05/2014,Santos Laguna,Club America,3,1,H,2.14,3.62,3.53
04/05/2014,Toluca,Club Tijuana,3,1,H,1.81,3.75,4.84
04/05/2014,U.N.A.M.- Pumas,Pachuca,2,4,A,2.34,3.35,3.35
08/05/2014,Pachuca,Santos Laguna,2,0,H,2.51,3.55,2.9
09/05/2014,Club Leon,Toluca,1,0,H,1.88,3.79,4.35
11/05/2014,Santos Laguna,Pachuca,4,2,H,1.82,4.03,4.39
11/05/2014,Toluca,Club Leon,0,1,A,2.37,3.52,3.12
16/05/2014,Club Leon,Pachuca,2,3,A,1.74,3.9,5.17
19/05/2014,Pachuca,Club Leon,0,1,A,3.13,3.47,2.4
19/07/2014,Queretaro,U.N.A.M.- Pumas,1,3,A,2.67,3.06,3.09
19/07/2014,Club Tijuana,Puebla,0,1,A,1.61,4.01,6.43
19/07/2014,Cruz Azul,Pachuca,0,1,A,1.84,3.61,4.88
19/07/2014,Veracruz,Santos Laguna,0,1,A,2.88,3.37,2.59
20/07/2014,Monterrey,Leones Negros,3,1,H,1.77,3.66,5.34
20/07/2014,Club Leon,Club America,1,2,A,2.4,3.59,3.06
20/07/2014,Atlas,U.A.N.L.- Tigres,0,0,D,3.12,3.15,2.54
20/07/2014,Toluca,Monarcas,0,0,D,2.08,3.4,3.99
20/07/2014,Guadalajara Chivas,Chiapas,1,1,D,1.97,3.41,4.44
26/07/2014,Monarcas,Atlas,0,2,A,2.46,3.13,3.34
26/07/2014,Santos Laguna,Cruz Azul,1,1,D,2.26,3.4,3.49
26/07/2014,Club America,Club Tijuana,2,1,H,1.75,3.78,5.3
26/07/2014,Puebla,Veracruz,0,0,D,2.24,3.22,3.74
27/07/2014,U.A.N.L.- Tigres,Club Leon,4,2,H,2.42,3.19,3.36
27/07/2014,Pachuca,Monterrey,0,1,A,2.51,3.22,3.18
27/07/2014,Chiapas,Toluca,2,1,H,2.95,3.12,2.74
27/07/2014,U.N.A.M.- Pumas,Guadalajara Chivas,0,1,A,2.2,3.21,3.85
27/07/2014,Leones Negros,Queretaro,0,1,A,2.49,3.18,3.23
02/08/2014,Queretaro,Pachuca,2,0,H,3.23,3.23,2.46
02/08/2014,Club Tijuana,U.A.N.L.- Tigres,1,1,D,3.13,3.19,2.55
02/08/2014,Cruz Azul,Veracruz,0,0,D,1.53,4.2,7.38
02/08/2014,Puebla,Club America,0,4,A,3.58,3.4,2.22
03/08/2014,Monterrey,Santos Laguna,0,0,D,2.13,3.52,3.71
03/08/2014,Club Leon,Monarcas,4,0,H,1.75,3.77,5.27
03/08/2014,Atlas,Chiapas,4,2,H,2.16,3.23,3.97
03/08/2014,Toluca,U.N.A.M.- Pumas,2,1,H,1.94,3.37,4.65
09/08/2014,Monarcas,Club Tijuana,0,0,D,2.47,3.24,3.21
09/08/2014,Veracruz,Monterrey,2,1,H,3.59,3.37,2.22
09/08/2014,Cruz Azul,Puebla,1,0,H,1.55,4.16,7.2
10/08/2014,U.A.N.L.- Tigres,Club America,0,2,A,2.29,3.18,3.67
10/08/2014,Santos Laguna,Queretaro,2,3,A,1.6,4.06,6.47
10/08/2014,Pachuca,Guadalajara Chivas,3,0,H,2.32,3.15,3.61
10/08/2014,Chiapas,Club Leon,3,2,H,3.33,3.27,2.39
10/08/2014,U.N.A.M.- Pumas,Atlas,0,1,A,2.55,3.09,3.23
10/08/2014,Leones Negros,Toluca,0,0,D,3.57,3.14,2.36
15/08/2014,Club Leon,U.N.A.M.- Pumas,2,1,H,1.82,3.82,4.67
16/08/2014,Queretaro,Veracruz,0,0,D,2.02,3.3,4.34
16/08/2014,Club Tijuana,Chiapas,2,1,H,2.19,3.45,3.58
