Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
16/08/2014,Club America,Monarcas,3,2,H,1.6,4.11,6.39
16/08/2014,Puebla,U.A.N.L.- Tigres,1,1,D,3.96,3.22,2.17
17/08/2014,Monterrey,Cruz Azul,3,1,H,2.89,3.27,2.68
17/08/2014,Atlas,Leones Negros,1,0,H,1.76,3.51,5.88
17/08/2014,Toluca,Pachuca,3,0,H,2.15,3.12,4.2
17/08/2014,Guadalajara Chivas,Santos Laguna,0,1,A,2.88,3.15,2.78
23/08/2014,Monarcas,U.A.N.L.- Tigres,1,5,A,3.67,3.24,2.25
23/08/2014,Santos Laguna,Toluca,3,0,H,2.22,3.42,3.54
23/08/2014,Cruz Azul,Queretaro,2,1,H,1.85,3.64,4.77
23/08/2014,Veracruz,Guadalajara Chivas,0,0,D,2.88,3,2.89
24/08/2014,Monterrey,Puebla,1,0,H,1.63,3.95,6.27
24/08/2014,Pachuca,Atlas,3,1,H,2.36,3.16,3.51
24/08/2014,Chiapas,Club America,0,0,D,3.08,3.58,2.37
24/08/2014,U.N.A.M.- Pumas,Club Tijuana,1,1,D,2.4,3.23,3.35
24/08/2014,Leones Negros,Club Leon,1,0,H,4.14,3.35,2.06
30/08/2014,Queretaro,Monterrey,0,1,A,2.76,3.25,2.81
30/08/2014,Club Tijuana,Leones Negros,1,1,D,1.56,4.08,7.12
30/08/2014,Club America,U.N.A.M.- Pumas,0,1,A,1.63,4.09,5.9
30/08/2014,Puebla,Monarcas,3,2,H,2.8,3.25,2.79
31/08/2014,U.A.N.L.- Tigres,Chiapas,0,2,A,1.68,3.97,5.67
31/08/2014,Club Leon,Pachuca,1,2,A,1.9,3.49,4.7
31/08/2014,Atlas,Santos Laguna,1,1,D,2.42,3.26,3.28
31/08/2014,Toluca,Veracruz,2,1,H,1.6,3.85,7.24
31/08/2014,Guadalajara Chivas,Cruz Azul,0,0,D,3.01,3.06,2.77
07/09/2014,Guadalajara Chivas,Leones Negros,3,0,H,1.83,3.44,5.35
13/09/2014,Queretaro,Puebla,1,1,D,1.83,3.44,5.35
13/09/2014,Veracruz,Atlas,1,1,D,2.87,3.04,2.88
13/09/2014,Santos Laguna,Club Leon,2,0,H,2.55,3.25,3.08
13/09/2014,Cruz Azul,Toluca,1,2,A,2.19,3.43,3.63
14/09/2014,Pachuca,Club Tijuana,1,1,D,2.04,3.34,4.24
14/09/2014,Chiapas,Monarcas,1,1,D,2,3.55,4.06
14/09/2014,Leones Negros,Club America,0,0,D,5.31,3.77,1.75
14/09/2014,U.N.A.M.- Pumas,U.A.N.L.- Tigres,2,2,D,2.92,3.21,2.69
20/09/2014,Club Tijuana,Santos Laguna,4,1,H,2.53,3.44,2.95
20/09/2014,Monarcas,U.N.A.M.- Pumas,2,3,A,2.37,3.25,3.37
20/09/2014,Club America,Pachuca,2,1,H,1.78,3.95,4.82
20/09/2014,Puebla,Chiapas,1,1,D,2.47,3.33,3.12
21/09/2014,U.A.N.L.- Tigres,Leones Negros,1,0,H,1.57,4.01,7.21
21/09/2014,Club Leon,Veracruz,3,1,H,1.75,3.6,5.72
21/09/2014,Atlas,Cruz Azul,2,1,H,2.85,3.22,2.75
21/09/2014,Toluca,Monterrey,1,0,H,1.95,3.43,4.5
21/09/2014,Guadalajara Chivas,Queretaro,1,4,A,2.28,3.23,3.61
27/09/2014,Veracruz,Club Tijuana,1,0,H,2.65,3.15,3.02
27/09/2014,Queretaro,Toluca,1,1,D,3.08,3.24,2.56
27/09/2014,Santos Laguna,Club America,1,4,A,2.81,3.47,2.59
27/09/2014,Cruz Azul,Club Leon,1,0,H,1.84,3.69,4.73
28/09/2014,Monterrey,Atlas,2,1,H,2.35,3.22,3.46
28/09/2014,Pachuca,U.A.N.L.- Tigres,2,3,A,2.46,3.19,3.26
28/09/2014,Leones Negros,Monarcas,1,2,A,2.51,3.17,3.16
28/09/2014,U.N.A.M.- Pumas,Chiapas,2,2,D,2.22,3.47,3.44
28/09/2014,Guadalajara Chivas,Puebla,0,0,D,2.02,3.41,4.24
01/10/2014,Club Leon,Monterrey,1,3,A,1.94,3.53,4.44
01/10/2014,Atlas,Queretaro,2,1,H,2.17,3.24,3.95
01/10/2014,U.A.N.L.- Tigres,Santos Laguna,1,1,D,1.81,3.75,4.91
02/10/2014,Puebla,U.N.A.M.- Pumas,1,2,A,2.43,3.22,3.31
02/10/2014,Club America,Veracruz,2,0,H,1.43,4.54,9.27
02/10/2014,Monarcas,Pachuca,0,1,A,2.71,3.3,2.84
02/10/2014,Chiapas,Leones Negros,1,1,D,1.65,3.8,6.38
02/10/2014,Club Tijuana,Cruz Azul,0,0,D,2.73,3.1,2.98
03/10/2014,Toluca,Guadalajara Chivas,3,1,H,1.65,4.07,5.86
04/10/2014,Queretaro,Club Leon,1,2,A,2.4,3.33,3.24
04/10/2014,Cruz Azul,Club America,4,0,H,2.85,3.29,2.68
04/10/2014,Veracruz,U.A.N.L.- Tigres,0,1,A,3.97,3.15,2.2
05/10/2014,Monterrey,Club Tijuana,1,1,D,2.25,3.27,3.64
05/10/2014,Santos Laguna,Monarcas,2,2,D,1.68,4.25,5.2
05/10/2014,Pachuca,Chiapas,2,0,H,2,3.45,4.26
05/10/2014,Leones Negros,U.N.A.M.- Pumas,1,0,H,2.71,3.1,2.99
05/10/2014,Toluca,Puebla,1,1,D,1.61,3.92,6.7
05/10/2014,Guadalajara Chivas,Atlas,0,1,A,2.83,3.09,2.87
18/10/2014,Monarcas,Veracruz,0,1,A,1.99,3.26,4.59
18/10/2014,Club Tijuana,Queretaro,2,1,H,2.35,3.36,3.33
18/10/2014,Club America,Monterrey,2,0,H,1.82,3.71,4.88
18/10/2014,Puebla,Leones Negros,1,1,D,2.13,3.17,4.15
19/10/2014,U.A.N.L.- Tigres,Cruz Azul,1,0,H,2.37,3.26,3.38
19/10/2014,Club Leon,Guadalajara Chivas,2,1,H,1.93,3.46,4.51
19/10/2014,Atlas,Toluca,0,2,A,2.71,2.95,3.17
19/10/2014,Chiapas,Santos Laguna,2,0,H,2.25,3.47,3.42
19/10/2014,U.N.A.M.- Pumas,Pachuca,1,1,D,2.75,3.27,2.81
25/10/2014,Queretaro,Club America,3,2,H,3.88,3.2,2.18
25/10/2014,Santos Laguna,U.N.A.M.- Pumas,1,1,D,1.8,3.84,4.8
25/10/2014,Cruz Azul,Monarcas,3,1,H,1.63,4.05,6.07
25/10/2014,Veracruz,Chiapas,1,2,A,3.12,3.16,2.58
26/10/2014,Monterrey,U.A.N.L.- Tigres,2,2,D,2.99,3.21,2.64
26/10/2014,Pachuca,Leones Negros,0,0,D,1.69,3.81,5.84
26/10/2014,Atlas,Puebla,2,1,H,1.85,3.52,4.93
26/10/2014,Toluca,Club Leon,2,3,A,2.04,3.44,4.03
26/10/2014,Guadalajara Chivas,Club Tijuana,3,3,D,2.19,3.28,3.79
01/11/2014,Monarcas,Monterrey,2,1,H,2.74,3.42,2.73
01/11/2014,Club Tijuana,Toluca,0,1,A,2.2,3.35,3.69
01/11/2014,Club America,Guadalajara Chivas,0,0,D,1.56,4.32,6.22
01/11/2014,Puebla,Pachuca,1,1,D,3.08,3.19,2.58
02/11/2014,U.A.N.L.- Tigres,Queretaro,1,0,H,1.79,3.73,4.94
02/11/2014,Club Leon,Atlas,4,0,H,2.08,3.49,3.85
02/11/2014,Chiapas,Cruz Azul,0,0,D,2.92,3.17,2.69
02/11/2014,Leones Negros,Santos Laguna,1,1,D,3.2,3.27,2.42
02/11/2014,U.N.A.M.- Pumas,Veracruz,0,0,D,2.16,3.56,3.61
08/11/2014,Queretaro,Monarcas,2,0,H,1.81,3.77,4.78
08/11/2014,Santos Laguna,Pachuca,2,1,H,2.22,3.55,3.42
08/11/2014,Cruz Azul,U.N.A.M.- Pumas,0,2,A,1.68,3.83,5.78
08/11/2014,Veracruz,Leones Negros,0,1,A,2.72,3.06,3.02
09/11/2014,Monterrey,Chiapas,1,2,A,2,3.51,4.16
09/11/2014,Club Leon,Puebla,0,0,D,1.59,4.17,6.35
09/11/2014,Atlas,Club Tijuana,1,1,D,2.37,3.4,3.24
09/11/2014,Toluca,Club America,2,2,D,3.03,3.21,2.58
09/11/2014,Guadalajara Chivas,U.A.N.L.- Tigres,0,0,D,2.72,3.32,2.82
15/11/2014,Monterrey,Guadalajara Chivas,1,0,H,2.03,3.54,4
22/11/2014,Monarcas,Guadalajara Chivas,1,2,A,2.56,3.04,3.2
22/11/2014,Club Tijuana,Club Leon,3,2,H,3.51,3.56,2.17
22/11/2014,Club America,Atlas,1,2,A,1.81,3.63,4.92
22/11/2014,Puebla,Santos Laguna,3,3,D,3.1,3.39,2.45
23/11/2014,Leones Negros,Cruz Azul,1,1,D,3.11,3.03,2.64
23/11/2014,U.A.N.L.- Tigres,Toluca,2,1,H,2.08,3.37,4.05
23/11/2014,Pachuca,Veracruz,1,0,H,1.68,3.86,5.91
23/11/2014,Chiapas,Queretaro,2,1,H,2.1,3.43,3.86
23/11/2014,U.N.A.M.- Pumas,Monterrey,4,2,H,1.99,3.4,4.38
27/11/2014,Pachuca,U.A.N.L.- Tigres,1,1,D,2.59,3.19,3.08
27/11/2014,U.N.A.M.- Pumas,Club America,1,0,H,4.13,3.4,2.05
28/11/2014,Monterrey,Atlas,0,1,A,2.65,3.17,3.02
28/11/2014,Chiapas,Toluca,1,1,D,2.25,3.26,3.64
29/11/2014,Club America,U.N.A.M.- Pumas,1,0,H,1.61,4.01,6.45
30/11/2014,U.A.N.L.- Tigres,Pachuca,1,1,D,1.94,3.34,4.74
30/11/2014,Toluca,Chiapas,1,1,D,2.02,3.4,4.16
01/12/2014,Atlas,Monterrey,0,2,A,2.26,3.42,3.43
05/12/2014,Toluca,U.A.N.L.- Tigres,0,0,D,2.57,3.06,3.23
05/12/2014,Monterrey,Club America,0,3,A,3,3.07,2.72
07/12/2014,U.A.N.L.- Tigres,Toluca,0,0,D,2.16,3.34,3.83
08/12/2014,Club America,Monterrey,0,0,D,1.78,3.82,5.02
12/12/2014,U.A.N.L.- Tigres,Club America,1,0,H,2.57,3.14,3.15
15/12/2014,Club America,U.A.N.L.- Tigres,3,0,H,2.02,3.29,4.35
10/01/2015,Santos Laguna,Veracruz,1,2,A,1.61,3.93,6.71
10/01/2015,Monarcas,Toluca,0,0,D,2.63,3.1,3.11
10/01/2015,Club America,Club Leon,3,2,H,1.83,3.76,4.68
10/01/2015,Puebla,Club Tijuana,2,1,H,2.15,3.32,3.81
11/01/2015,U.A.N.L.- Tigres,Atlas,0,1,A,2.02,3.36,4.31
11/01/2015,Chiapas,Guadalajara Chivas,2,1,H,2.27,3.15,3.74
11/01/2015,Pachuca,Cruz Azul,0,1,A,2.7,3.09,3.02
11/01/2015,U.N.A.M.- Pumas,Queretaro,1,1,D,2.27,3.28,3.58
11/01/2015,Leones Negros,Monterrey,1,0,H,2.74,3,3.06
17/01/2015,Queretaro,Leones Negros,1,0,H,2.34,2.91,3.9
17/01/2015,Veracruz,Puebla,3,1,H,2.78,2.89,3.12
17/01/2015,Club Tijuana,Club America,1,0,H,3.38,3.22,2.39
17/01/2015,Cruz Azul,Santos Laguna,1,0,H,1.96,3.57,4.25
18/01/2015,Monterrey,Pachuca,1,0,H,2.21,3.31,3.69
18/01/2015,Club Leon,U.A.N.L.- Tigres,0,1,A,2.16,3.24,3.95
18/01/2015,Atlas,Monarcas,2,1,H,2.52,3.15,3.22
18/01/2015,Toluca,Chiapas,3,0,H,2.09,3.22,4.24
18/01/2015,Guadalajara Chivas,U.N.A.M.- Pumas,2,1,H,2.19,3.17,3.95
24/01/2015,Monarcas,Club Leon,0,0,D,2.9,3.2,2.71
24/01/2015,Veracruz,Cruz Azul,0,0,D,3.45,3.01,2.48
24/01/2015,Santos Laguna,Monterrey,4,1,H,2.1,3.37,3.97
24/01/2015,Club America,Puebla,0,0,D,1.55,4.1,7.06
25/01/2015,U.A.N.L.- Tigres,Club Tijuana,1,2,A,1.83,3.41,5.36
25/01/2015,Pachuca,Queretaro,2,1,H,2.53,3.14,3.21
25/01/2015,Chiapas,Atlas,3,1,H,2.22,3.2,3.79
25/01/2015,U.N.A.M.- Pumas,Toluca,3,2,H,2.91,3.14,2.76
25/01/2015,Leones Negros,Guadalajara Chivas,1,1,D,2.94,2.91,2.93
31/01/2015,Queretaro,Santos Laguna,0,1,A,2.71,3.24,2.88
31/01/2015,Club Tijuana,Monarcas,4,2,H,1.74,3.81,5.33
31/01/2015,Club America,U.A.N.L.- Tigres,1,0,H,2.03,3.4,4.2
31/01/2015,Puebla,Cruz Azul,0,0,D,3.78,3.14,2.26
01/02/2015,Guadalajara Chivas,Pachuca,1,0,H,2.29,3.17,3.67
01/02/2015,Monterrey,Veracruz,1,1,D,1.95,3.33,4.67
01/02/2015,Club Leon,Chiapas,1,1,D,1.91,3.63,4.44
01/02/2015,Atlas,U.N.A.M.- Pumas,1,1,D,2.54,3.07,3.27
01/02/2015,Toluca,Leones Negros,3,1,H,1.93,3.29,4.88
07/02/2015,Monarcas,Club America,2,2,D,4,3.49,2.05
07/02/2015,Veracruz,Queretaro,1,1,D,2.52,2.97,3.41
07/02/2015,Santos Laguna,Guadalajara Chivas,1,0,H,1.9,3.53,4.56
07/02/2015,Cruz Azul,Monterrey,1,0,H,1.78,3.35,6.04
08/02/2015,U.A.N.L.- Tigres,Puebla,1,0,H,1.76,3.55,5.51
08/02/2015,Pachuca,Toluca,1,1,D,2.84,3.15,2.77
08/02/2015,Chiapas,Club Tijuana,2,2,D,2.26,3.29,3.56
08/02/2015,U.N.A.M.- Pumas,Club Leon,1,3,A,2.75,3.32,2.78
08/02/2015,Leones Negros,Atlas,0,2,A,2.38,3.06,3.56
14/02/2015,Queretaro,Cruz Azul,1,2,A,2.99,3.01,2.79
14/02/2015,Club Tijuana,U.N.A.M.- Pumas,3,0,H,2.01,3.56,4.1
14/02/2015,Club America,Chiapas,5,0,H,1.53,4.05,7.74
14/02/2015,Puebla,Monterrey,2,0,H,2.54,3.13,3.21
15/02/2015,U.A.N.L.- Tigres,Monarcas,1,0,H,1.57,4.11,6.82
15/02/2015,Club Leon,Leones Negros,2,1,H,1.71,3.89,5.48
15/02/2015,Atlas,Pachuca,1,3,A,2.45,3.19,3.3
15/02/2015,Toluca,Santos Laguna,2,2,D,2.19,3.51,3.51
15/02/2015,Guadalajara Chivas,Veracruz,0,0,D,2.29,3.09,3.75
21/02/2015,Monarcas,Puebla,1,2,A,2.39,3.18,3.35
21/02/2015,Veracruz,Toluca,3,0,H,2.78,3.08,2.93
21/02/2015,Santos Laguna,Atlas,0,1,A,1.74,3.9,5.21
21/02/2015,Cruz Azul,Guadalajara Chivas,1,2,A,1.76,3.44,5.99
22/02/2015,Monterrey,Queretaro,2,1,H,2.07,3.3,4.19
22/02/2015,Pachuca,Club Leon,2,1,H,2.52,3.27,3.1
22/02/2015,Chiapas,U.A.N.L.- Tigres,1,0,H,3.01,3.14,2.63
22/02/2015,U.N.A.M.- Pumas,Club America,0,1,A,3.32,3.32,2.36
22/02/2015,Leones Negros,Club Tijuana,0,1,A,2.76,3.16,2.85
28/02/2015,Monarcas,Chiapas,3,2,H,2.43,3.35,3.18
28/02/2015,Club Tijuana,Pachuca,3,2,H,1.93,3.7,4.25
28/02/2015,Club America,Leones Negros,0,1,A,1.5,4.27,7.97
28/02/2015,Puebla,Queretaro,4,1,H,2.44,3.04,3.41
01/03/2015,U.A.N.L.- Tigres,U.N.A.M.- Pumas,3,0,H,1.81,3.52,5.18
01/03/2015,Club Leon,Santos Laguna,2,1,H,2.19,3.69,3.3
01/03/2015,Atlas,Veracruz,0,3,A,2.85,3.03,2.91
01/03/2015,Toluca,Cruz Azul,1,0,H,2.91,3.07,2.81
01/03/2015,Guadalajara Chivas,Monterrey,3,0,H,2.4,3.08,3.52
07/03/2015,Veracruz,Club Leon,1,0,H,2.78,3.22,2.81
07/03/2015,Queretaro,Guadalajara Chivas,1,0,H,2.33,3.04,3.73
07/03/2015,Cruz Azul,Atlas,1,1,D,1.86,3.54,4.86
08/03/2015,Monterrey,Toluca,3,2,H,2.62,3.07,3.1
08/03/2015,Santos Laguna,Club Tijuana,1,1,D,2.04,3.61,3.85
08/03/2015,Pachuca,Club America,0,0,D,3.59,3.33,2.23
08/03/2015,Chiapas,Puebla,2,2,D,2.1,3.39,3.93
08/03/2015,U.N.A.M.- Pumas,Monarcas,2,1,H,2.31,3.32,3.45
08/03/2015,Leones Negros,U.A.N.L.- Tigres,2,1,H,3.54,3.02,2.44
14/03/2015,Monarcas,Leones Negros,0,1,A,2.37,3.22,3.41
14/03/2015,Club Tijuana,Veracruz,3,1,H,1.87,3.67,4.52
14/03/2015,Club America,Santos Laguna,1,0,H,1.68,3.93,5.62
14/03/2015,Puebla,Guadalajara Chivas,1,2,A,2.49,3.06,3.26
15/03/2015,U.A.N.L.- Tigres,Pachuca,2,1,H,1.86,3.59,4.77
15/03/2015,Club Leon,Cruz Azul,2,2,D,2.57,3.43,2.86
15/03/2015,Atlas,Monterrey,2,1,H,2.29,3.15,3.55
15/03/2015,Chiapas,U.N.A.M.- Pumas,0,2,A,2.09,3.42,3.93
15/03/2015,Toluca,Queretaro,1,0,H,2.31,3.29,3.46
21/03/2015,Queretaro,Atlas,2,0,H,2.17,3.21,3.9
21/03/2015,Veracruz,Club America,4,0,H,3.62,3.1,2.32
21/03/2015,Santos Laguna,U.A.N.L.- Tigres,2,2,D,2.47,3.29,3.12
21/03/2015,Cruz Azul,Club Tijuana,2,1,H,1.83,3.6,4.94
22/03/2015,Monterrey,Club Leon,5,1,H,2.31,3.45,3.3
22/03/2015,Pachuca,Monarcas,2,0,H,2.01,3.82,3.8
22/03/2015,Leones Negros,Chiapas,0,1,A,2.65,3.16,3.02
22/03/2015,U.N.A.M.- Pumas,Puebla,2,1,H,2.27,3.3,3.57
22/03/2015,Guadalajara Chivas,Toluca,1,0,H,2.43,3.18,3.35
04/04/2015,Monarcas,Santos Laguna,0,1,A,2.47,3.57,2.95
05/04/2015,Club America,Cruz Azul,1,0,H,2.17,3.3,3.82
05/04/2015,Puebla,Toluca,0,1,A,2.53,3.21,3.11
05/04/2015,Chiapas,Pachuca,2,2,D,2.32,3.42,3.32
05/04/2015,U.A.N.L.- Tigres,Veracruz,3,1,H,1.76,3.61,5.53
05/04/2015,Club Leon,Queretaro,4,5,A,1.9,3.69,4.38
05/04/2015,Atlas,Guadalajara Chivas,1,1,D,2.42,3.07,3.49
05/04/2015,Club Tijuana,Monterrey,3,4,A,2.19,3.45,3.55
05/04/2015,U.N.A.M.- Pumas,Leones Negros,2,0,H,2.01,3.38,4.35
11/04/2015,Queretaro,Club Tijuana,2,1,H,2.09,3.56,3.75
11/04/2015,Veracruz,Monarcas,1,1,D,1.88,3.5,4.83
11/04/2015,Santos Laguna,Chiapas,4,3,H,1.9,3.7,4.37
11/04/2015,Cruz Azul,U.A.N.L.- Tigres,2,0,H,2.12,3.38,3.89
12/04/2015,Monterrey,Club America,1,1,D,3.23,3.41,2.36
12/04/2015,Pachuca,U.N.A.M.- Pumas,3,1,H,2.01,3.66,3.93
12/04/2015,Leones Negros,Puebla,1,1,D,2.54,3.06,3.3
12/04/2015,Toluca,Atlas,0,0,D,1.95,3.43,4.5
12/04/2015,Guadalajara Chivas,Club Leon,1,0,H,2.47,3.35,3.12
18/04/2015,Monarcas,Cruz Azul,2,0,H,4.13,3.43,2.03
18/04/2015,Chiapas,Veracruz,1,1,D,2.02,3.6,3.96
18/04/2015,Club Tijuana,Guadalajara Chivas,1,1,D,1.93,3.6,4.3
18/04/2015,Club America,Queretaro,0,4,A,1.59,4.15,6.22
18/04/2015,Puebla,Atlas,0,1,A,2.27,3.23,3.56
19/04/2015,U.A.N.L.- Tigres,Monterrey,3,0,H,2,3.67,3.94
19/04/2015,Club Leon,Toluca,1,1,D,2.09,3.62,3.63
19/04/2015,U.N.A.M.- Pumas,Santos Laguna,1,0,H,2.39,3.49,3.13
19/04/2015,Leones Negros,Pachuca,1,1,D,2.67,3.28,2.9
25/04/2015,Queretaro,U.A.N.L.- Tigres,1,3,A,2.93,3.21,2.69
25/04/2015,Veracruz,U.N.A.M.- Pumas,3,3,D,2.24,3.32,3.62
25/04/2015,Santos Laguna,Leones Negros,1,0,H,1.77,3.8,5.08
25/04/2015,Cruz Azul,Chiapas,0,1,A,1.6,3.92,6.87
26/04/2015,Monterrey,Monarcas,1,0,H,1.67,4.03,5.56
26/04/2015,Pachuca,Puebla,2,1,H,2.21,3.4,3.62
26/04/2015,Atlas,Club Leon,3,2,H,2.46,3.35,3.13
26/04/2015,Toluca,Club Tijuana,2,0,H,2.04,3.6,3.85
27/04/2015,Guadalajara Chivas,Club America,1,1,D,3.21,3.14,2.53
02/05/2015,Monarcas,Queretaro,1,2,A,3.08,3.29,2.52
02/05/2015,Club Tijuana,Atlas,1,2,A,2.03,3.45,4.09
02/05/2015,Puebla,Club Leon,2,0,H,2.28,3.36,3.41
03/05/2015,Club America,Toluca,3,1,H,1.71,3.72,5.7
03/05/2015,U.A.N.L.- Tigres,Guadalajara Chivas,2,1,H,1.75,3.54,5.73
03/05/2015,Pachuca,Santos Laguna,2,3,A,2.22,3.63,3.3
03/05/2015,Chiapas,Monterrey,0,2,A,2.41,3.45,3.13
03/05/2015,U.N.A.M.- Pumas,Cruz Azul,0,1,A,3.3,3.22,2.43
03/05/2015,Leones Negros,Veracruz,1,2,A,2.6,3.16,3.09
09/05/2015,Queretaro,Chiapas,1,0,H,1.64,4.17,5.7
09/05/2015,Veracruz,Pachuca,1,2,A,2.22,3.63,3.28
10/05/2015,Monterrey,U.N.A.M.- Pumas,2,2,D,1.62,4.19,5.74
10/05/2015,Club Leon,Club Tijuana,6,2,H,2.68,3.6,2.64
10/05/2015,Cruz Azul,Leones Negros,0,2,A,1.49,4.24,8.29
10/05/2015,Santos Laguna,Puebla,2,2,D,1.76,3.92,4.84
10/05/2015,Atlas,Club America,1,2,A,3.07,3.36,2.44
10/05/2015,Toluca,U.A.N.L.- Tigres,0,0,D,2.01,3.54,4.09
10/05/2015,Guadalajara Chivas,Monarcas,2,3,A,1.89,3.52,4.71
14/05/2015,Santos Laguna,U.A.N.L.- Tigres,1,1,D,2.74,3.38,2.75
14/05/2015,Pachuca,Club America,3,2,H,3.26,3.29,2.41
15/05/2015,Queretaro,Veracruz,2,1,H,1.99,3.35,4.48
15/05/2015,Guadalajara Chivas,Atlas,0,0,D,2.67,3.02,3.13
16/05/2015,Club America,Pachuca,3,4,A,1.61,4.26,5.98
17/05/2015,U.A.N.L.- Tigres,Santos Laguna,0,1,A,2.1,3.48,3.77
18/05/2015,Atlas,Guadalajara Chivas,1,4,A,2.36,3.14,3.47
18/05/2015,Veracruz,Queretaro,2,2,D,2.33,3.34,3.31
22/05/2015,Pachuca,Queretaro,2,0,H,2.65,3.4,2.83
22/05/2015,Santos Laguna,Guadalajara Chivas,0,0,D,2.09,3.42,3.94
25/05/2015,Guadalajara Chivas,Santos Laguna,0,3,A,2.37,3.24,3.35
25/05/2015,Queretaro,Pachuca,2,0,H,1.98,3.78,3.91
29/05/2015,Santos Laguna,Queretaro,5,0,H,2.13,3.51,3.68
01/06/2015,Queretaro,Santos Laguna,3,0,H,2.29,3.58,3.23
25/07/2015,Veracruz,Guadalajara Chivas,2,0,H,2.53,3.08,3.28
25/07/2015,Cruz Azul,Monarcas,0,3,A,2.01,3.49,4.16
26/07/2015,U.A.N.L.- Tigres,Toluca,0,1,A,2.46,3.31,3.21
26/07/2015,Pachuca,Club Tijuana,2,1,H,1.85,3.9,4.41
26/07/2015,Atlas,Queretaro,0,2,A,2.67,3.27,2.9
26/07/2015,Dorados de Sinaloa,Chiapas,0,0,D,2.43,3.23,3.29
26/07/2015,Santos Laguna,Club Leon,1,3,A,2.09,3.66,3.65
26/07/2015,U.N.A.M.- Pumas,Monterrey,3,0,H,2.23,3.29,3.68
26/07/2015,Puebla,Club America,4,2,H,2.61,3.35,2.86
01/08/2015,Queretaro,Pachuca,1,2,A,2.49,3.42,3.03
01/08/2015,Club Tijuana,Dorados de Sinaloa,1,2,A,1.79,3.78,4.92
01/08/2015,Club America,Atlas,1,3,A,1.71,3.83,5.53
02/08/2015,Club Leon,Veracruz,4,1,H,1.78,3.86,4.91
02/08/2015,Monarcas,U.A.N.L.- Tigres,1,0,H,1.95,3.4,4.58
02/08/2015,Chiapas,Santos Laguna,2,1,H,2.27,3.63,3.18
02/08/2015,Toluca,U.N.A.M.- Pumas,2,1,H,2.25,3.32,3.59
02/08/2015,Guadalajara Chivas,Cruz Azul,0,1,A,3.35,3.09,2.48
08/08/2015,Veracruz,Chiapas,2,1,H,2.71,3.18,2.92
08/08/2015,Santos Laguna,Club Tijuana,0,1,A,1.95,3.83,3.98
08/08/2015,Cruz Azul,Club Leon,2,0,H,2.17,3.61,3.48
09/08/2015,Pachuca,Club America,0,3,A,2.54,3.49,2.9
09/08/2015,Atlas,Monterrey,0,3,A,2.51,3.28,3.05
09/08/2015,Dorados de Sinaloa,Queretaro,1,1,D,2.63,3.25,2.97
09/08/2015,Toluca,Monarcas,0,1,A,1.97,3.55,4.25
09/08/2015,Puebla,U.N.A.M.- Pumas,3,2,H,2.4,3.35,3.18
10/08/2015,U.A.N.L.- Tigres,Guadalajara Chivas,2,2,D,1.76,3.43,6.05
12/08/2015,Club America,Dorados de Sinaloa,4,0,H,1.47,4.52,7.99
12/08/2015,Queretaro,Santos Laguna,1,2,A,2.31,3.54,3.19
12/08/2015,Monterrey,Pachuca,4,3,H,1.79,3.92,4.65
12/08/2015,Club Tijuana,Veracruz,1,3,A,2.2,3.48,3.52
13/08/2015,Puebla,Toluca,1,0,H,2.7,3.31,2.84
13/08/2015,Club Leon,U.A.N.L.- Tigres,2,1,H,2.48,3.51,2.96
13/08/2015,Guadalajara Chivas,Monarcas,2,0,H,2.8,3.09,2.86
13/08/2015,Chiapas,Cruz Azul,2,1,H,3.02,3.3,2.56
13/08/2015,U.N.A.M.- Pumas,Atlas,5,0,H,2.2,3.56,3.46
15/08/2015,Veracruz,Queretaro,2,2,D,2.32,3.39,3.33
15/08/2015,Santos Laguna,Club America,0,2,A,2.37,3.68,3.02
15/08/2015,Cruz Azul,Club Tijuana,1,3,A,1.64,3.92,6.24
16/08/2015,Monarcas,Club Leon,3,4,A,2.7,3.52,2.7
16/08/2015,U.A.N.L.- Tigres,Chiapas,4,1,H,1.65,3.96,6.08
16/08/2015,Pachuca,U.N.A.M.- Pumas,1,2,A,2.07,3.75,3.62
16/08/2015,Atlas,Puebla,2,1,H,2.4,3.46,3.14
16/08/2015,Dorados de Sinaloa,Monterrey,1,4,A,3.29,3.5,2.3
16/08/2015,Toluca,Guadalajara Chivas,3,1,H,1.86,3.55,4.86
22/08/2015,Queretaro,Cruz Azul,4,2,H,2.99,3.11,2.71
22/08/2015,Club Tijuana,U.A.N.L.- Tigres,1,2,A,2.88,3.5,2.52
22/08/2015,Club America,Veracruz,3,1,H,1.51,4.57,6.87
23/08/2015,Monterrey,Santos Laguna,1,1,D,1.96,3.76,4
23/08/2015,Club Leon,Guadalajara Chivas,1,0,H,1.67,4.25,5.3
23/08/2015,Atlas,Toluca,1,2,A,2.62,3.34,2.92
23/08/2015,Chiapas,Monarcas,3,1,H,2.5,3.44,2.98
23/08/2015,U.N.A.M.- Pumas,Dorados de Sinaloa,2,0,H,1.61,4.12,6.13
23/08/2015,Puebla,Pachuca,3,2,H,2.5,3.48,2.97
29/08/2015,Veracruz,Monterrey,2,1,H,2.64,3.46,2.8
29/08/2015,Santos Laguna,U.N.A.M.- Pumas,3,4,A,2.17,3.62,3.47
29/08/2015,Cruz Azul,Club America,0,2,A,2.81,3.31,2.72
